id,web_name,team,now_cost,element_type,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points,dreamteam_count
364,Gray,18,55,4,741,2,1,0,17,0,0,0,1,0,0,2,39,0
365,Success,18,47,4,65,0,0,0,3,0,0,0,1,0,0,0,4,0
366,Foster,18,49,1,3420,0,0,9,64,0,1,0,1,0,117,17,137,1
367,Dahlberg,18,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Doucouré,18,54,3,3156,4,4,10,61,1,0,0,9,0,0,9,113,1
369,Pereyra,18,56,3,1641,3,0,5,27,0,0,0,4,0,0,0,60,0
370,Hughes,18,53,3,2249,1,1,5,46,0,0,0,9,0,0,3,62,0
371,Cleverley,18,48,3,964,1,0,1,26,0,0,0,2,0,0,2,33,0
372,Sema,18,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Capoue,18,48,3,2627,0,4,8,48,0,0,0,8,0,0,7,78,0
374,Chalobah,18,44,3,919,0,1,2,14,0,0,0,1,0,0,2,36,0
375,Quina,18,43,3,18,0,0,0,2,0,0,0,0,0,0,0,4,0
439,Dawson,18,48,2,2359,2,0,4,49,0,0,0,6,0,0,2,61,0
512,Welbeck,18,58,4,813,2,1,1,15,0,0,0,0,0,0,3,39,1
513,Gomes,18,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Sarr,18,59,3,2023,5,7,6,35,0,0,0,1,0,0,7,107,2
542,Foulquier,18,39,2,57,0,0,0,6,0,0,0,0,0,0,0,1,7
563,Dele-Bashiru,18,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,João Pedro,18,48,4,22,0,0,0,1,0,0,0,0,0,0,0,3,0
604,Pussetto,18,46,3,67,0,0,0,3,0,0,0,1,0,0,0,6,0
648,Peñaranda,18,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Cresswell,19,45,2,2727,3,0,5,51,0,0,0,7,0,0,5,79,2
377,Ogbonna,19,45,2,2786,2,0,7,44,1,0,0,4,0,0,0,81,0
378,Masuaku,19,41,2,930,0,1,2,18,0,0,0,4,1,0,3,26,1
379,Zabaleta,19,41,2,588,0,0,0,14,0,0,0,2,0,0,0,10,0
380,Fredericks,19,44,2,2235,0,3,7,39,0,0,0,7,0,0,7,74,2
381,Diop,19,43,2,2765,3,1,4,54,0,0,0,8,0,0,3,76,1
382,Balbuena,19,43,2,1176,1,0,3,24,0,0,0,2,0,0,3,40,1
383,Reid,19,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
384,Johnson,19,40,2,270,0,0,0,3,0,0,0,0,0,0,0,6,0
385,Arnautovic,19,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Chicharito,19,60,4,106,1,0,0,4,0,0,0,0,0,0,2,9,1
387,Xande Silva,19,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Fabianski,19,49,1,2117,0,0,5,34,0,1,0,1,0,72,5,83,3
389,Antonio,19,71,3,1767,10,4,3,30,0,0,0,3,0,0,8,111,2
390,Felipe Anderson,19,66,3,1493,1,4,7,27,0,0,0,1,0,0,1,66,0
391,Lanzini,19,61,3,1370,0,3,2,30,0,0,0,1,0,0,3,50,0
392,Yarmolenko,19,52,3,981,5,1,3,17,0,0,0,2,0,0,10,70,1
393,Snodgrass,19,50,3,1504,5,5,3,33,0,0,0,4,0,0,8,87,1
394,Wilshere,19,46,3,209,0,0,0,5,0,0,0,0,0,0,0,8,0
395,Rice,19,47,3,3420,1,5,7,62,0,0,0,6,0,0,8,105,1
396,Noble,19,49,3,2675,4,4,7,44,0,0,0,5,0,0,8,105,2
397,Carlos Sánchez,19,43,3,112,0,0,0,2,0,0,0,0,0,0,0,7,3
398,Diangana,19,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Fornals,19,60,3,2167,2,6,6,35,0,0,0,3,0,0,4,93,2
400,Obiang,19,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Roberto,19,44,1,686,0,0,0,17,1,0,0,0,0,36,1,18,0
457,Haller,19,68,4,2259,7,3,5,41,0,0,0,1,0,0,11,102,1
514,Ajeti,19,56,4,132,0,0,0,3,0,0,0,0,0,0,0,9,0
553,Martin,19,39,1,435,0,0,2,6,0,0,0,1,0,15,2,20,1
568,Holland,19,44,3,31,0,0,0,1,0,0,0,0,0,0,0,2,0
582,Anang,19,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,Ngakia,19,40,2,440,0,0,0,8,0,0,0,0,0,0,0,8,0
594,Cardoso,19,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Rosa,19,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Randolph,19,39,1,180,0,0,0,5,0,0,0,0,0,6,0,3,0
616,Soucek,19,48,3,1039,3,0,1,18,1,0,0,0,0,0,3,41,0
626,Bowen,19,64,3,916,1,4,1,13,0,0,0,0,0,0,3,44,0
651,Lewis,19,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Coventry,19,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Doherty,20,65,2,2836,4,8,12,31,0,0,0,1,0,0,15,167,5
402,Jonny,20,55,2,2885,2,3,11,35,0,0,0,4,0,0,6,123,2
403,Coady,20,51,2,3420,0,0,13,40,0,0,0,5,0,0,7,118,0
405,Boly,20,49,2,1980,0,1,12,15,0,0,0,1,1,0,10,97,0
406,Vinagre,20,41,2,644,0,0,3,6,0,0,0,1,0,0,1,32,0
407,Saïss,20,47,2,2703,2,2,10,34,0,0,0,10,1,0,8,103,1
408,Kilman,20,39,2,184,0,0,0,2,0,0,0,0,0,0,0,5,0
409,Jiménez,20,80,4,3241,17,7,15,36,0,0,0,3,0,0,33,194,3
410,Jota,20,60,4,2278,7,3,10,28,0,0,0,4,0,0,12,105,3
411,Patrício,20,53,1,3420,0,0,13,40,0,2,0,0,0,90,8,153,0
412,Ruddy,20,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Norris,20,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Neves,20,52,3,3053,2,2,13,35,0,0,0,9,0,0,7,97,1
415,Moutinho,20,53,3,3105,1,7,11,36,0,0,0,7,0,0,12,113,0
416,Gibbs-White,20,47,3,125,0,1,0,2,0,0,0,0,0,0,0,11,0
417,Traoré,20,56,3,2599,4,9,7,33,0,0,0,1,0,0,14,130,4
418,Costa,20,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Cavaleiro,20,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Dendoncker,20,44,3,2790,4,0,11,34,1,0,0,5,0,0,9,100,2
473,Vallejo,20,46,2,162,0,0,0,6,0,0,0,1,0,0,0,1,0
487,Cutrone,20,54,4,292,2,0,1,6,0,0,0,0,0,0,0,23,0
528,Neto,20,49,3,920,3,3,1,12,0,0,0,3,0,0,0,57,0
559,Ashley-Seal,20,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Perry,20,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Otasowie,20,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Cundle,20,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Buur,20,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Giles,20,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Jordao,20,45,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0
619,Podence,20,49,3,285,1,1,3,0,0,0,0,0,0,0,2,25,1
652,Campana,20,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
