,player_name,team_name,ids,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam
0,Leno,Arsenal,14,90,0,0,1,0,0,0,0,0,0,2,1,27,18,0,0,1.8,7,FALSE
1,Nyland,Aston Villa,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
2,Ryan,Brighton,47,90,0,0,1,0,0,0,0,0,0,3,2,29,25.4,0,0,2.5,9,FALSE
3,Button,Brighton,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
4,Begovic,Bournemouth,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
5,Boruc,Bournemouth,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
6,Travers,Bournemouth,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,Pope,Burnley,93,90,0,0,1,0,0,0,0,0,0,3,1,28,25.6,10,0,3.6,8,FALSE
8,Heaton,Aston Villa,94,90,0,0,0,3,0,0,0,0,0,3,0,15,24.2,0,0,2.4,2,FALSE
9,Hart,Burnley,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
10,Kepa,Chelsea,111,90,0,0,0,4,0,0,0,0,0,1,0,9,7,0,0,0.7,0,FALSE
11,Caballero,Chelsea,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
12,Guaita,Crystal Palace,131,90,0,0,1,0,0,0,0,0,0,2,0,24,14,0,0,1.4,6,FALSE
13,Hennessey,Crystal Palace,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
14,Pickford,Everton,148,90,0,0,1,0,0,0,0,0,0,2,1,25,20.8,0,0,2.1,7,FALSE
15,Stekelenburg,Everton,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
