,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-07-07,Sun,Africa Cup of Nations,Round of 16,Neutral,L 2 (2)–2 (4),cd Congo DR,mg Madagascar,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019-08-17,Sat,Premier League,Matchweek 2,Away,D 1–1,West Ham,Brighton,Y,LB,90,0,0,0,0,0,0,1,0,87,21,5,1,5,0.0,0.0,0.0,0,0,57,69,82.6,325,59,224,3,4,873,1,50.0,53,60,88.3,3,7,42.9,0,1,0,0,6,58,11,2,0,2,0,0,0,0,0,49,11,9,52,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,100.0,0,38.1,11,8,2,0,5,,4,1,8,0,75.0,3,0,45,44,97.8,2,2,0,2,0,0,17,2,3,40.0
3,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Watford,Y,LB,90,0,0,0,0,1,0,0,0,67,10,2,3,4,0.0,0.0,0.1,2,0,46,54,85.2,369,41,215,4,4,682,1,25.0,40,42,95.2,5,8,62.5,1,0,0,0,6,42,12,1,0,0,0,0,0,0,0,36,13,5,39,3,1,11,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,1,20.0,8,2,0,0,4,,4,0,7,0,100.0,4,0,34,32,94.1,0,0,0,0,0,0,10,1,1,50.0
5,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 2–0,West Ham,Norwich City,Y,LB,90,0,1,0,0,0,0,0,0,73,22,6,2,2,0.0,0.0,0.7,2,1,52,58,89.7,377,52,242,2,3,886,2,40.0,42,43,97.7,8,10,80.0,2,3,1,1,5,51,7,0,0,2,4,0,0,0,0,42,7,9,46,3,2,7,0,0,0,2,0,0,0,1,0,0,0,0,0,4,6,0,0,2,66.7,1,40.9,14,6,2,0,1,,2,0,3,2,66.7,2,1,47,45,95.7,1,0,0,1,0,0,9,0,0,
6,2019-09-16,Mon,Premier League,Matchweek 5,Away,D 0–0,West Ham,Aston Villa,Y,"LB,DM",66,0,0,0,0,1,0,2,1,70,12,4,0,1,0.0,0.0,0.1,1,0,49,62,79.0,329,44,113,1,1,702,2,33.3,40,45,88.9,7,11,63.6,1,4,1,0,6,48,14,0,0,1,2,0,0,0,0,38,14,10,42,3,3,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,66.7,1,33.3,5,5,2,0,1,,0,0,0,3,100.0,1,0,46,43,93.5,1,1,1,1,0,0,8,0,0,
8,2019-09-25,Wed,EFL Cup,Third round,Away,L 0–4,West Ham,Oxford United,Y,LB,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,
9,2019-10-10,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,cd Congo DR,dz Algeria,Y,LB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
10,2019-10-13,Sun,Friendlies (M),Friendlies (M),Away,L 1–3,cd Congo DR,ci Côte d'Ivoire,Y*,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
11,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 0–2,West Ham,Everton,Y,LB,90,0,0,0,0,0,0,0,0,65,20,3,1,5,0.0,0.0,0.0,1,0,35,47,74.5,229,32,134,1,1,542,1,50.0,28,34,82.4,6,11,54.5,1,2,1,1,2,31,16,3,0,2,2,0,0,0,0,23,12,12,32,2,0,13,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,33.3,2,50.0,11,7,2,0,4,,4,0,6,1,100.0,1,0,26,24,92.3,0,6,0,2,0,0,12,1,1,50.0
12,2019-11-14,Thu,Africa Cup of Nations qualification,Group stage,Home,D 0–0,cd Congo DR,ga Gabon,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
