,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-10,Sat,Premier League,Matchweek 1,Away,D 0–0,Everton,Crystal Palace,Y,GK,90,2,0,2,1.000,1,0.2,4,13,30.8,30,2,36.7,38.7,5,40.0,37.6,4,1,25.0,0,11.3,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,365,22,43,0,697,0,,16,100.0,10,19,52.6,0,0,0,0,0,26,9,4,0,2,0,0,0,0,0,20,2,13,26,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,22,22,100.0,0,0
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,W 1–0,Everton,Watford,Y,GK,90,2,0,2,1.000,1,0.6,9,22,40.9,31,9,54.8,43.4,10,50.0,49.6,9,0,0.0,0,9.9,0,0,0,0,0,0,0,0,43,0,0,0,0,0.0,0.0,0.0,0,0,552,25,77,0,868,0,,17,100.0,11,24,45.8,0,1,0,0,0,28,13,3,0,3,0,0,0,0,0,19,3,19,19,12,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,36,0,,0,0,18,18,100.0,0,0
3,2019-08-23,Fri,Premier League,Matchweek 3,Away,L 0–2,Everton,Aston Villa,Y,GK,90,3,2,1,.333,0,1.1,6,12,50.0,27,8,40.7,39.9,4,25.0,27.5,5,0,0.0,0,11.7,0,0,0,0,0,0,0,0,32,1,0,0,0,0.0,0.0,0.0,0,0,397,18,63,0,787,0,,11,100.0,14,20,70.0,0,0,0,0,0,22,9,5,0,2,0,0,0,0,0,19,2,10,13,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,28,0,,0,0,13,13,100.0,0,0
4,2019-08-28,Wed,EFL Cup,Second round,Away,W 4–2,Everton,Lincoln City,Y,GK,90,4,2,2,.500,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-09-01,Sun,Premier League,Matchweek 4,Home,W 3–2,Everton,Wolves,Y,GK,90,5,2,3,.600,0,1.9,15,26,57.7,35,5,71.4,51.8,2,50.0,28.0,8,1,12.5,0,15.9,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,623,20,91,0,1043,0,,9,100.0,17,28,60.7,0,3,0,0,0,33,4,2,0,5,0,0,0,0,0,13,3,21,26,3,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,35,0,,0,0,20,20,100.0,0,0
6,2019-09-07,Sat,Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,GK,90,4,0,4,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-10,Tue,Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y,GK,90,2,3,0,.000,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2019-09-15,Sun,Premier League,Matchweek 5,Away,L 1–3,Everton,Bournemouth,Y,GK,90,5,3,2,.400,0,2.0,12,26,46.2,35,4,71.4,48.3,3,33.3,35.3,6,0,0.0,2,16.8,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,717,22,63,0,937,0,,11,100.0,13,27,48.1,0,1,0,0,0,30,8,5,0,0,0,0,0,0,0,10,4,24,25,8,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,31,0,,0,0,26,25,96.2,0,0
9,2019-09-21,Sat,Premier League,Matchweek 6,Home,L 0–2,Everton,Sheffield Utd,Y,GK,90,1,2,0,-1.000,0,0.1,6,12,50.0,23,3,34.8,40.1,5,80.0,50.6,6,0,0.0,0,12.3,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,428,19,68,0,727,0,,10,100.0,12,18,66.7,0,1,0,0,0,22,6,1,0,3,0,0,0,0,0,18,1,9,18,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,24,0,,0,0,15,15,100.0,0,0
10,2019-09-24,Tue,EFL Cup,Third round,Away,W 2–0,Everton,Sheffield Weds,Y,GK,90,3,0,3,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
