,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-11,Sun,Premier League,Matchweek 1,Away,W 1–0,Arsenal,Newcastle Utd,Y,GK,90,2,0,2,1.000,1,0.2,3,7,42.9,29,12,13.8,26.8,8,37.5,35.3,9,1,11.1,3,14.8,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,423,21,55,0,746,0,,20,100.0,12,17,70.6,0,0,0,0,0,26,11,3,0,0,0,0,0,0,0,30,0,7,6,18,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,1,0,32,0,,0,0,13,13,100.0,0,0
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,W 2–1,Arsenal,Burnley,Y,GK,90,4,1,3,.750,0,1.7,1,6,16.7,22,9,13.6,26.0,13,23.1,27.8,11,0,0.0,0,8.9,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,260,17,47,0,584,0,,24,100.0,5,11,45.5,0,0,0,0,0,19,16,3,0,0,0,0,0,0,0,26,2,7,4,22,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,31,0,,0,0,10,10,100.0,0,0
3,2019-08-24,Sat,Premier League,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,Y,GK,90,4,3,2,.500,0,2.4,1,4,25.0,22,8,9.1,21.2,10,20.0,28.1,15,2,13.3,1,12.8,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,1,0,226,18,25,0,557,0,,24,100.0,5,8,62.5,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,27,1,4,9,14,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,30,0,,0,0,12,12,100.0,0,0
4,2019-09-01,Sun,Premier League,Matchweek 4,Home,D 2–2,Arsenal,Tottenham,Y,GK,90,8,2,7,.875,0,2.9,3,10,30.0,23,10,39.1,34.7,2,50.0,28.0,5,0,0.0,0,9.0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,254,13,52,0,442,0,,9,100.0,8,16,50.0,0,0,0,0,0,22,3,1,0,1,0,0,0,0,0,13,3,9,4,10,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,8,8,100.0,0,0
5,2019-09-06,Fri,Euro Qualifying,Group stage,Home,L 2–4,de Germany,nl Netherlands,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2019-09-09,Mon,Euro Qualifying,Group stage,Away,W 2–0,de Germany,nir Northern Ireland,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-15,Sun,Premier League,Matchweek 5,Away,D 2–2,Arsenal,Watford,Y,GK,90,9,2,8,.889,0,2.1,1,8,12.5,16,8,18.8,31.4,16,31.3,28.0,13,0,0.0,0,4.0,0,0,0,0,0,0,1,0,35,0,0,0,0,0.0,0.0,0.0,0,0,271,6,25,0,473,4,100.0,13,100.0,8,15,53.3,0,0,0,0,0,13,19,3,0,0,0,0,0,0,0,22,3,7,8,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,34,0,,0,0,6,6,100.0,0,0
8,2019-09-19,Thu,Europa Lg,Group stage,Away,W 3–0,eng Arsenal,de Eint Frankfurt,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2019-09-22,Sun,Premier League,Matchweek 6,Home,W 3–2,Arsenal,Aston Villa,Y,GK,90,9,2,7,.778,0,1.9,2,9,22.2,25,10,36.0,33.9,8,0.0,14.4,18,1,5.6,1,36.0,0,0,0,0,0,0,1,0,35,0,0,0,0,0.0,0.0,0.0,0,0,263,14,33,0,471,0,,22,95.7,3,10,30.0,0,0,0,0,0,20,13,5,0,0,0,0,0,0,0,24,2,7,3,19,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,13,13,100.0,0,0
11,2019-09-30,Mon,Premier League,Matchweek 7,Away,D 1–1,Arsenal,Manchester Utd,Y,GK,90,4,1,3,.750,0,1.5,9,23,39.1,24,2,54.2,48.7,11,90.9,62.7,7,0,0.0,0,6.0,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,542,12,14,0,855,0,,5,100.0,15,30,50.0,0,1,0,0,0,16,19,8,0,1,0,0,0,0,0,9,3,23,6,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,30,0,,0,0,12,12,100.0,0,0
12,2019-10-03,Thu,Europa Lg,Group stage,Home,W 4–0,eng Arsenal,be Standard Liège,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2019-10-06,Sun,Premier League,Matchweek 8,Home,W 1–0,Arsenal,Bournemouth,Y,GK,90,2,0,2,1.000,1,0.5,4,23,17.4,24,2,50.0,44.0,11,100.0,73.0,8,1,12.5,0,16.3,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0,0.0,0.0,0,0,389,16,27,0,522,0,,8,100.0,8,27,29.6,0,0,0,0,0,22,13,2,0,2,0,0,0,0,0,11,1,23,1,29,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,,0,0,0,0,0,,0,0,34,0,,0,0,17,17,100.0,0,0
14,2019-10-09,Wed,Friendlies (M),Friendlies (M),Home,D 2–2,de Germany,ar Argentina,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2019-10-13,Sun,Euro Qualifying,Group stage,Away,W 3–0,de Germany,ee Estonia,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2019-10-21,Mon,Premier League,Matchweek 9,Away,L 0–1,Arsenal,Sheffield Utd,Y,GK,90,2,1,1,.500,0,0.7,3,9,33.3,32,4,21.9,28.7,7,28.6,30.9,11,1,9.1,0,14.8,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,375,26,41,0,748,0,,24,96.0,8,14,57.1,0,1,0,0,0,30,9,2,0,0,0,0,0,0,0,29,3,7,8,24,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,39,0,,0,0,23,23,100.0,0,0
17,2019-10-24,Thu,Europa Lg,Group stage,Home,W 3–2,eng Arsenal,pt Vitória,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2019-10-27,Sun,Premier League,Matchweek 10,Home,D 2–2,Arsenal,Crystal Palace,Y,GK,90,3,2,2,.667,0,1.8,1,5,20.0,16,5,31.3,33.8,4,0.0,19.3,9,0,0.0,1,17.0,0,0,0,0,0,0,0,0,22,0,0,0,0,0.0,0.0,0.0,0,0,216,11,45,0,376,0,,10,100.0,6,10,60.0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,16,0,4,3,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,20,0,,0,0,7,7,100.0,0,0
20,2019-11-02,Sat,Premier League,Matchweek 11,Home,D 1–1,Arsenal,Wolves,Y,GK,90,8,1,7,.875,0,1.1,3,10,30.0,24,6,33.3,35.3,5,40.0,37.0,9,0,0.0,0,12.3,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,362,11,45,0,579,0,,15,100.0,7,14,50.0,0,0,0,0,0,21,8,3,0,0,0,0,0,0,0,14,5,10,5,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,13,13,100.0,0,0
21,2019-11-06,Wed,Europa Lg,Group stage,Away,D 1–1,eng Arsenal,pt Vitória,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 0–2,Arsenal,Leicester City,Y,GK,90,7,2,5,.714,0,1.4,3,12,25.0,32,9,31.3,34.0,11,18.2,34.7,7,1,14.3,1,16.6,0,0,0,0,0,0,0,0,46,0,0,0,0,0.0,0.0,0.0,0,0,403,22,26,0,862,0,,18,100.0,15,25,60.0,0,0,0,0,0,31,12,1,0,1,0,0,0,0,0,28,1,14,5,29,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,41,0,,0,0,20,20,100.0,0,0
23,2019-11-16,Sat,Euro Qualifying,Group stage,Home,W 4–0,de Germany,by Belarus,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2019-11-19,Tue,Euro Qualifying,Group stage,Home,W 6–1,de Germany,nir Northern Ireland,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2019-11-23,Sat,Premier League,Matchweek 13,Home,D 2–2,Arsenal,Southampton,Y,GK,90,4,2,2,.500,0,1.5,5,11,45.5,18,1,22.2,29.9,14,50.0,45.0,4,0,0.0,1,21.5,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0,0.0,0.0,0,0,409,13,21,0,757,0,,12,100.0,14,20,70.0,0,0,0,0,0,17,15,1,0,2,0,0,0,0,0,21,3,8,5,25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,35,0,,0,0,14,14,100.0,0,0
26,2019-11-28,Thu,Europa Lg,Group stage,Home,L 1–2,eng Arsenal,de Eint Frankfurt,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2019-12-01,Sun,Premier League,Matchweek 14,Away,D 2–2,Arsenal,Norwich City,Y,GK,90,8,2,5,.750,0,2.5,5,14,35.7,21,2,42.9,41.8,7,71.4,45.7,4,0,0.0,0,11.0,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,404,12,34,0,624,0,,10,100.0,9,18,50.0,0,1,0,0,0,19,9,2,0,1,0,0,0,0,0,14,0,14,6,18,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,30,0,,0,0,15,15,100.0,0,0
28,2019-12-05,Thu,Premier League,Matchweek 15,Home,L 1–2,Arsenal,Brighton,Y,GK,90,9,2,7,.778,0,2.4,1,9,11.1,31,10,25.8,29.9,6,16.7,31.5,8,1,12.5,0,12.5,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,347,21,72,0,651,0,,18,100.0,11,19,57.9,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,25,3,9,4,22,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,38,0,,0,0,14,14,100.0,0,0
