,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-10,Sat,Premier League,Matchweek 1,Home,D 1–1,Bournemouth,Sheffield Utd,Y,GK,90,3,1,2,.667,0,1.1,1,10,10.0,16,5,31.3,36.6,9,55.6,53.8,11,0,0.0,1,22.0,0,0,0,0,0,0,0,0,27,1,0,0,0,0.0,0.0,0.0,0,0,228,10,16,0,426,0,,9,100.0,7,16,43.8,0,0,0,0,0,12,13,4,0,0,0,0,0,0,0,14,2,9,1,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,,0,0,24,0,,0,0,7,7,100.0,0,0
2,2019-08-17,Sat,Premier League,Matchweek 2,Away,W 2–1,Bournemouth,Aston Villa,Y,GK,90,7,1,6,.857,0,1.5,10,34,29.4,30,3,80.0,59.0,11,90.9,70.5,19,2,10.5,0,11.0,0,0,0,0,0,0,0,0,49,0,0,0,0,0.0,0.0,0.0,0,0,625,18,55,0,806,0,,5,100.0,12,36,33.3,0,1,0,0,0,23,18,7,0,3,0,0,0,0,0,7,1,33,2,31,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,44,0,,0,0,10,10,100.0,0,0
3,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 1–3,Bournemouth,Manchester City,Y,GK,90,5,3,2,.400,0,2.0,12,30,40.0,27,2,92.6,63.3,5,100.0,77.8,3,0,0.0,0,15.2,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,673,15,32,0,847,0,,2,100.0,12,30,40.0,0,1,0,0,0,16,16,11,0,2,0,0,0,0,0,2,0,30,2,25,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,26,0,,0,0,10,10,100.0,0,0
4,2019-08-28,Wed,EFL Cup,Second round,Home,W 0 (3)–0 (0),Bournemouth,FG Rovers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 1–3,Bournemouth,Leicester City,Y,GK,90,5,3,2,.400,0,2.6,3,13,23.1,21,8,42.9,36.5,7,57.1,47.4,7,0,0.0,0,12.4,0,0,0,0,0,0,0,0,30,0,0,0,1,0.0,0.0,0.0,0,0,203,11,34,0,392,0,0.0,10,90.9,5,15,33.3,0,0,0,0,0,18,10,3,0,0,0,0,0,0,0,12,0,16,1,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,,0,1,27,0,,0,0,9,9,100.0,0,0
6,2019-09-15,Sun,Premier League,Matchweek 5,Home,W 3–1,Bournemouth,Everton,Y,GK,90,5,1,4,.800,0,1.6,7,19,36.8,24,6,50.0,40.8,13,53.8,49.5,13,2,15.4,1,17.4,0,0,0,0,0,0,0,0,43,0,0,0,0,0.0,0.0,0.0,0,0,456,19,27,0,801,0,,13,100.0,12,24,50.0,0,0,0,0,0,23,14,1,0,1,0,0,0,0,0,17,1,19,0,30,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,42,0,,0,0,18,17,94.4,0,0
7,2019-09-20,Fri,Premier League,Matchweek 6,Away,W 3–1,Bournemouth,Southampton,Y,GK,90,6,1,6,1.000,0,2.0,6,22,27.3,19,6,52.6,45.4,15,80.0,60.4,14,0,0.0,1,12.3,0,1,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,382,13,29,0,594,0,,10,100.0,7,24,29.2,0,0,0,0,0,17,17,2,0,1,0,0,0,0,0,13,0,21,4,21,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,38,0,,0,0,9,9,100.0,0,0
9,2019-09-28,Sat,Premier League,Matchweek 7,Home,D 2–2,Bournemouth,West Ham,Y,GK,90,6,2,4,.667,0,1.4,0,11,0.0,25,7,36.0,35.0,4,50.0,41.8,8,0,0.0,0,9.9,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,138,21,90,0,315,0,,17,100.0,1,12,8.3,0,0,0,0,0,24,5,1,0,0,0,0,0,0,0,17,0,12,0,19,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,32,0,,0,0,13,13,100.0,0,0
10,2019-10-06,Sun,Premier League,Matchweek 8,Away,L 0–1,Bournemouth,Arsenal,Y,GK,90,2,1,1,.500,0,1.0,3,10,30.0,18,5,33.3,35.3,10,40.0,39.0,8,1,12.5,1,13.6,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,0.0,0.0,0,0,295,14,34,0,526,0,,14,100.0,6,14,42.9,0,0,0,0,0,15,13,3,0,0,0,0,0,0,0,18,1,9,0,23,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,11,10,90.9,0,0
11,2019-10-19,Sat,Premier League,Matchweek 9,Home,D 0–0,Bournemouth,Norwich City,Y,GK,90,1,0,1,1.000,1,0.2,7,13,53.8,22,3,40.9,38.4,6,66.7,50.5,5,0,0.0,1,19.7,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,0.0,0.0,1,0,484,15,63,0,778,0,,8,100.0,14,20,70.0,0,0,0,0,0,19,9,3,0,1,0,0,0,0,0,17,0,11,1,24,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,15,15,100.0,0,0
