,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-10,Sat,Premier League,Matchweek 1,Away,W 3–0,Brighton,Watford,Y,GK,90,3,0,3,1.000,1,0.6,5,17,29.4,31,6,38.7,34.3,8,62.5,49.5,7,0,0.0,0,9.6,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0,0.0,0.0,0,0,415,20,35,0,742,0,,11,100.0,15,28,53.6,0,0,0,0,0,28,11,3,0,0,0,0,0,0,0,19,2,18,5,28,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,39,0,,0,0,20,20,100.0,0,0
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,D 1–1,Brighton,West Ham,Y,GK,90,3,1,2,.667,0,0.5,5,9,55.6,25,6,28.0,30.9,7,28.6,36.6,5,0,0.0,1,23.3,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,513,23,22,0,782,0,,14,100.0,13,18,72.2,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,17,4,11,2,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,31,0,,0,0,19,19,100.0,0,0
3,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 0–2,Brighton,Southampton,Y,GK,90,4,2,2,.500,0,1.4,6,14,42.9,30,7,36.7,33.4,5,60.0,43.6,6,0,0.0,1,19.0,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0,0.0,0.0,0,0,420,22,36,0,712,0,0.0,12,92.3,12,21,57.1,0,0,0,0,0,29,6,1,0,1,0,0,0,0,0,17,4,14,4,22,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,26,0,,0,0,20,20,100.0,0,0
5,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 0–4,Brighton,Manchester City,Y,GK,90,6,4,2,.333,0,2.4,4,8,50.0,29,4,20.7,27.8,12,16.7,21.5,7,1,14.3,0,12.3,0,0,0,0,0,0,0,0,43,2,0,0,0,0.0,0.0,0.0,0,0,247,21,31,0,799,0,,26,100.0,10,15,66.7,0,0,0,0,0,29,12,0,0,3,0,0,0,0,0,29,5,7,9,27,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,50.0,2,0,0,0,0,,0,0,39,0,,0,0,24,24,100.0,0,0
6,2019-09-10,Tue,WCQ — AFC (M),Second round,Away,W 3–0,au Australia,kw Kuwait,Y,GK,90,,,,,1,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-14,Sat,Premier League,Matchweek 5,Home,D 1–1,Brighton,Burnley,Y,GK,90,1,1,0,.000,0,0.3,5,16,31.3,25,1,52.0,42.6,8,37.5,35.9,8,0,0.0,0,5.3,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,371,19,73,0,660,0,,12,100.0,10,21,47.6,0,0,0,0,0,23,10,2,0,3,0,0,0,0,0,14,2,17,6,23,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,25,0,,0,0,17,17,100.0,0,0
8,2019-09-21,Sat,Premier League,Matchweek 6,Away,D 0–0,Brighton,Newcastle Utd,Y,GK,90,4,0,4,1.000,1,1.2,7,11,63.6,43,13,23.3,27.4,8,12.5,22.1,7,0,0.0,1,17.9,0,0,0,0,0,0,0,0,53,0,0,0,0,0.0,0.0,0.0,0,0,727,31,66,0,1147,0,,32,100.0,15,19,78.9,0,0,0,0,0,43,8,0,0,0,0,0,0,0,0,39,1,11,3,31,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,45,0,,0,0,28,28,100.0,0,0
10,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 0–2,Brighton,Chelsea,Y,GK,90,9,2,8,.889,0,3.3,4,10,40.0,39,10,25.6,28.7,5,0.0,11.4,9,1,11.1,0,10.7,0,0,0,0,0,0,0,0,52,0,0,0,0,0.0,0.0,0.0,0,0,424,34,74,0,774,0,,27,100.0,9,17,52.9,0,0,0,0,0,39,5,0,0,0,0,0,0,0,0,29,3,12,7,27,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,45,0,,0,0,32,31,96.9,0,0
11,2019-10-05,Sat,Premier League,Matchweek 8,Home,W 3–0,Brighton,Tottenham,Y,GK,90,3,0,3,1.000,1,0.4,10,19,52.6,39,8,38.5,37.2,4,100.0,56.5,4,0,0.0,1,16.4,0,0,0,0,0,0,0,0,46,0,0,0,0,0.0,0.0,0.0,1,1,652,31,60,0,1126,0,,11,100.0,22,32,68.8,0,1,0,0,0,39,4,0,0,2,0,0,0,0,0,19,2,22,8,24,1,0,8,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,40,0,,0,0,30,30,100.0,0,0
12,2019-10-10,Thu,WCQ — AFC (M),Second round,Home,W 5–0,au Australia,np Nepal,Y,GK,90,,,,,1,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
