,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-11,Sun,Premier League,Matchweek 1,Home,D 0–0,Leicester City,Wolves,Y*,GK,90,2,0,2,1.000,1,0.3,5,7,71.4,17,2,23.5,30.7,7,42.9,33.3,1,0,0.0,0,,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,328,10,17,0,596,0,,10,100.0,11,14,78.6,0,0,0,0,1,14,10,3,0,0,0,0,0,0,0,16,2,6,1,21,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,19,0,,0,0,12,11,91.7,0,0
2,2019-08-18,Sun,Premier League,Matchweek 2,Away,D 1–1,Leicester City,Chelsea,Y*,GK,90,5,1,4,.800,0,0.6,8,17,47.1,30,5,30.0,32.9,9,88.9,56.7,10,0,0.0,0,10.7,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0,0.0,0.0,0,0,472,19,30,0,937,0,,15,100.0,15,24,62.5,0,0,0,0,0,28,11,2,0,3,0,0,0,0,0,22,0,17,2,31,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,39,0,,0,0,22,22,100.0,0,0
3,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 2–1,Leicester City,Sheffield Utd,Y*,GK,90,3,1,2,.667,0,1.2,5,13,38.5,28,4,28.6,38.5,12,41.7,39.7,19,1,5.3,0,11.2,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,488,20,77,0,988,0,,13,100.0,19,27,70.4,0,0,0,0,0,24,16,4,0,1,0,0,0,0,0,21,4,15,2,32,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,36,0,,0,0,17,17,100.0,0,0
4,2019-08-28,Wed,EFL Cup,Second round,Away,W 1 (4)–1 (2),Leicester City,Newcastle Utd,Y,GK,120,2,1,1,.500,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 3–1,Leicester City,Bournemouth,Y*,GK,90,2,1,1,.500,0,0.8,3,15,20.0,28,3,35.7,38.0,6,83.3,64.8,6,1,16.7,1,14.0,0,0,0,0,0,0,0,0,35,1,0,0,0,0.0,0.0,0.0,0,0,378,18,33,0,654,0,,8,100.0,14,26,53.8,0,0,0,0,0,23,11,5,0,1,0,0,0,0,0,16,2,16,1,30,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,28,0,,0,0,18,18,100.0,0,0
6,2019-09-05,Thu,Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,GK,90,2,0,2,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-08,Sun,Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,GK,90,1,0,1,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 0–1,Leicester City,Manchester Utd,Y*,GK,90,4,1,4,1.000,0,1.1,10,17,58.8,28,3,46.4,38.6,7,57.1,49.4,3,0,0.0,0,10.5,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.1,1,0,640,17,59,0,1003,0,,12,100.0,16,23,69.6,1,0,0,0,0,26,9,2,0,3,0,0,0,0,0,13,5,17,0,29,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,32,0,,0,0,21,21,100.0,0,0
9,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 2–1,Leicester City,Tottenham,Y*,GK,90,5,1,4,.800,0,1.0,12,20,60.0,28,9,57.1,43.5,9,44.4,41.8,15,0,0.0,0,10.1,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,611,16,61,0,1044,0,,6,100.0,22,31,71.0,0,0,0,0,0,22,15,6,0,3,0,0,0,0,0,15,6,16,0,25,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,32,0,,0,0,11,11,100.0,0,0
10,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Leicester City,Luton Town,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
