,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-04,Sun,Community Shield,FA Community Shield,Neutral,L 1 (4)–1 (5),Liverpool,Manchester City,Y,CM,66,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2,2019-08-09,Fri,Premier League,Matchweek 1,Home,W 4–1,Liverpool,Norwich City,Y,DM,90,0,0,0,0,1,1,0,0,57,20,7,2,4,0.0,0.0,0.0,1,0,35,43,81.4,156,32,86,0,0,758,0,,23,29,79.3,12,14,85.7,0,2,0,0,3,40,3,2,0,1,0,0,0,0,0,30,5,8,1,38,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,2,4,80.0,1,15.0,4,15,1,0,4,,0,0,0,0,,0,0,33,29,87.9,1,1,0,1,0,0,14,1,0,100.0
3,2019-08-14,Wed,Super Cup,UEFA Super Cup,Home,W 2 (5)–2 (4),eng Liverpool,eng Chelsea,Y,CM,120,0,0,0,0,2,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
4,2019-08-17,Sat,Premier League,Matchweek 2,Away,W 2–1,Liverpool,Southampton,N,"DM,CM",17,0,0,0,0,0,0,0,0,8,7,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,4,1,0,0,77,0,0.0,1,2,50.0,2,2,100.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,14.3,3,3,1,0,0,,1,0,1,0,,0,0,6,4,66.7,0,0,0,0,0,0,1,1,0,100.0
5,2019-08-24,Sat,Premier League,Matchweek 3,Home,W 3–1,Liverpool,Arsenal,Y,DM,90,0,1,0,0,0,0,1,0,74,20,3,0,1,0.0,0.0,0.3,5,1,63,69,91.3,403,58,112,1,1,1687,0,,32,34,94.1,31,35,88.6,4,16,2,1,8,69,0,0,0,7,3,0,0,0,0,44,13,12,9,56,4,0,0,0,1,4,0,1,0,1,0,0,0,0,0,2,2,0,1,3,60.0,2,30.0,3,13,4,0,1,,0,0,1,1,100.0,1,0,55,55,100.0,1,0,0,1,0,0,14,0,0,
6,2019-08-31,Sat,Premier League,Matchweek 4,Away,W 3–0,Liverpool,Burnley,Y,DM,90,0,0,0,0,1,0,0,0,69,13,4,1,1,0.0,0.0,0.1,1,0,51,60,85.0,281,46,118,0,1,1062,2,66.7,31,35,88.6,18,22,81.8,1,3,1,0,4,59,1,1,1,1,0,0,0,0,0,37,9,14,8,42,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,1,1,2,100.0,0,38.5,3,7,3,0,1,,1,0,2,1,0.0,1,0,44,41,93.2,1,0,0,3,0,0,20,2,4,33.3
7,2019-09-06,Fri,Friendlies (M),Friendlies (M),Neutral,D 2–2,br Brazil,co Colombia,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2019-09-10,Tue,Friendlies (M),Friendlies (M),Home,L 0–1,br Brazil,pe Peru,N,,27,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
9,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 3–1,Liverpool,Newcastle Utd,Y,DM,90,0,0,0,0,0,0,0,0,90,22,3,2,0,0.0,0.0,0.0,1,0,76,81,93.8,231,62,107,0,0,1563,0,,50,53,94.3,26,28,92.9,1,5,3,0,5,80,1,0,0,1,0,0,0,0,0,59,8,14,4,71,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,33.3,2,40.9,4,10,8,0,0,,3,0,0,0,,0,0,65,62,95.4,0,0,0,0,0,0,18,2,4,33.3
10,2019-09-17,Tue,Champions Lg,Group stage,Away,L 0–2,eng Liverpool,it Napoli,Y,DM,90,0,0,0,0,2,0,0,0,73,25,6,0,0,0.1,0.1,0.0,0,0,64,67,95.5,254,53,137,2,2,1396,0,0.0,44,45,97.8,20,21,95.2,0,6,1,0,6,67,0,0,1,4,0,0,0,0,0,51,10,6,6,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,3,60.0,2,44.0,8,14,3,0,0,,0,0,0,1,100.0,2,0,59,56,94.9,1,0,0,1,0,0,10,1,1,50.0
