,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-11,Sun,Premier League,Matchweek 1,Home,W 4–0,Manchester Utd,Chelsea,Y*,GK,90,7,0,7,1.000,1,0.5,4,8,50.0,20,5,25.0,30.9,7,42.9,39.4,9,1,11.1,0,8.3,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,1,0,345,12,13,0,621,0,,16,100.0,7,11,63.6,0,0,0,0,0,19,8,1,0,1,0,0,0,0,0,18,1,8,1,19,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,11,11,100.0,0,0
2,2019-08-19,Mon,Premier League,Matchweek 2,Away,D 1–1,Manchester Utd,Wolves,Y*,GK,90,2,1,1,.500,0,0.7,5,7,71.4,24,8,20.8,27.9,3,66.7,42.7,7,0,0.0,0,9.5,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,400,19,53,0,651,0,,14,100.0,10,13,76.9,0,0,0,0,0,23,4,1,0,1,0,0,0,0,0,15,3,9,2,17,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,16,16,100.0,0,0
3,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 1–2,Manchester Utd,Crystal Palace,Y*,GK,90,3,2,1,.333,0,1.1,2,3,66.7,9,3,22.2,30.8,5,20.0,24.4,2,0,0.0,0,6.0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.0,0.0,0.0,0,0,200,9,29,0,299,0,,9,100.0,3,5,60.0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,12,0,2,1,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,14,0,,0,0,6,6,100.0,0,0
4,2019-08-31,Sat,Premier League,Matchweek 4,Away,D 1–1,Manchester Utd,Southampton,Y,GK,90,2,1,1,.500,0,0.7,2,10,20.0,16,6,25.0,28.1,10,60.0,50.0,10,0,0.0,0,8.0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,262,12,28,0,422,0,,12,100.0,6,14,42.9,0,0,0,0,0,15,11,1,0,0,0,0,0,0,0,15,2,9,1,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,12,11,91.7,0,0
5,2019-09-05,Thu,Euro Qualifying,Group stage,Away,W 2–1,es Spain,ro Romania,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2019-09-08,Sun,Euro Qualifying,Group stage,Home,W 4–0,es Spain,fo Faroe Islands,Y,GK,90,2,0,2,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 1–0,Manchester Utd,Leicester City,Y,GK,90,3,0,3,1.000,1,0.6,5,12,41.7,15,2,66.7,48.9,5,40.0,39.4,9,1,11.1,0,9.0,0,0,0,0,0,0,0,0,21,0,0,0,0,0.0,0.0,0.0,0,0,245,8,35,0,406,0,,6,85.7,6,13,46.2,0,0,0,0,0,10,10,5,0,2,0,0,0,0,0,7,0,13,1,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,18,0,,0,0,5,5,100.0,0,0
9,2019-09-22,Sun,Premier League,Matchweek 6,Away,L 0–2,Manchester Utd,West Ham,Y,GK,90,6,2,4,.667,0,1.6,3,3,100.0,13,5,23.1,28.1,10,0.0,16.7,8,0,0.0,0,16.3,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,322,5,7,0,531,0,,17,100.0,6,6,100.0,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0,17,2,4,2,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,23,0,,0,0,5,5,100.0,0,0
11,2019-09-30,Mon,Premier League,Matchweek 7,Home,D 1–1,Manchester Utd,Arsenal,Y,GK,90,5,1,4,.800,0,2.3,4,9,44.4,20,7,30.0,35.4,8,37.5,36.8,10,1,10.0,0,6.7,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,361,12,39,0,594,0,,14,93.3,7,13,53.8,0,1,0,0,0,18,10,2,0,3,0,0,0,0,0,17,1,10,2,17,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,10,10,100.0,0,0
12,2019-10-03,Thu,Europa Lg,Group stage,Away,D 0–0,eng Manchester Utd,nl AZ Alkmaar,Y*,GK,90,4,0,4,1.000,1,0.6,4,14,28.6,20,3,45.0,40.3,12,41.7,37.8,10,1,10.0,0,14.0,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0,0.0,0.0,0,0,276,13,12,0,572,0,,13,100.0,9,19,47.4,0,0,0,0,0,19,13,1,0,1,0,0,0,0,0,17,1,14,3,26,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,36,0,,0,0,16,16,100.0,0,0
13,2019-10-06,Sun,Premier League,Matchweek 8,Away,L 0–1,Manchester Utd,Newcastle Utd,Y,GK,90,1,1,0,.000,0,0.7,3,4,75.0,16,5,12.5,25.9,8,25.0,34.0,5,0,0.0,1,18.5,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,364,10,28,0,605,0,,13,100.0,10,11,90.9,0,0,0,0,0,13,11,3,0,1,0,0,0,0,0,20,1,3,2,17,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,18,0,,0,0,8,8,100.0,0,0
14,2019-10-12,Sat,Euro Qualifying,Group stage,Away,D 1–1,es Spain,no Norway,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2019-10-15,Tue,Euro Qualifying,Group stage,Away,D 1–1,es Spain,se Sweden,Y,GK,59,6,1,5,.833,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
16,2019-10-20,Sun,Premier League,Matchweek 9,Home,D 1–1,Manchester Utd,Liverpool,Y,GK,90,4,1,3,.750,0,1.4,4,20,20.0,22,7,59.1,44.9,8,87.5,63.8,13,0,0.0,0,12.0,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,215,12,34,0,435,0,,6,100.0,8,24,33.3,0,0,0,0,0,18,12,4,0,1,0,0,0,0,0,4,7,19,0,21,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,8,8,100.0,0,0
18,2019-10-27,Sun,Premier League,Matchweek 10,Away,W 3–1,Manchester Utd,Norwich City,Y,GK,90,3,1,2,.667,0,0.8,5,12,41.7,13,1,53.8,44.2,5,100.0,66.8,4,0,0.0,0,11.0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0,0.0,0.0,0,0,310,8,22,0,465,0,,2,100.0,9,16,56.3,0,0,0,0,0,12,6,1,0,1,0,0,0,0,0,5,2,11,1,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,1,0,19,0,,0,0,9,9,100.0,0,0
20,2019-11-02,Sat,Premier League,Matchweek 11,Away,L 0–1,Manchester Utd,Bournemouth,Y,GK,90,6,1,5,.833,0,1.4,2,17,11.8,19,1,73.7,57.8,7,42.9,37.7,5,0,0.0,0,17.0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,1,0,219,12,26,0,303,0,,7,100.0,4,19,21.1,0,0,0,0,0,17,9,2,0,0,0,0,0,0,0,8,1,17,2,22,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,11,11,100.0,0,0
22,2019-11-10,Sun,Premier League,Matchweek 12,Home,W 3–1,Manchester Utd,Brighton,Y,GK,90,2,1,1,.500,0,0.5,4,8,50.0,18,3,44.4,36.6,6,0.0,22.3,8,1,12.5,1,15.2,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,247,11,23,0,534,0,,11,100.0,9,13,69.2,0,0,0,0,0,14,10,4,0,1,0,0,0,0,0,14,1,9,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,23,0,,0,0,8,8,100.0,0,0
23,2019-11-15,Fri,Euro Qualifying,Group stage,Home,W 7–0,es Spain,mt Malta,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2019-11-18,Mon,Euro Qualifying,Group stage,Home,W 5–0,es Spain,ro Romania,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2019-11-24,Sun,Premier League,Matchweek 13,Away,D 3–3,Manchester Utd,Sheffield Utd,Y,GK,90,8,3,5,.625,0,2.6,5,8,62.5,22,8,22.7,32.5,7,42.9,39.6,11,0,0.0,2,18.7,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,350,17,59,0,739,0,,11,100.0,14,18,77.8,0,0,0,0,0,20,9,1,0,0,0,0,0,0,0,16,5,8,2,18,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,30,0,,0,0,8,8,100.0,0,0
27,2019-12-01,Sun,Premier League,Matchweek 14,Home,D 2–2,Manchester Utd,Aston Villa,Y,GK,90,3,2,1,.333,0,0.7,6,8,75.0,23,4,34.8,34.3,7,0.0,15.7,4,0,0.0,1,14.0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,475,18,23,0,788,0,,16,100.0,12,14,85.7,0,0,0,0,0,22,8,1,0,0,0,0,0,0,0,19,5,6,0,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,16,16,100.0,0,0
28,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Manchester Utd,Tottenham,Y,GK,90,5,1,4,.800,0,0.8,3,12,25.0,22,6,50.0,44.3,5,20.0,21.8,13,0,0.0,0,11.6,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,253,11,24,0,440,0,,11,100.0,7,16,43.8,0,0,0,0,0,21,6,1,0,2,0,0,0,0,0,15,2,10,1,18,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,26,0,,0,0,11,11,100.0,0,0
29,2019-12-07,Sat,Premier League,Matchweek 16,Away,W 2–1,Manchester Utd,Manchester City,Y,GK,90,5,1,4,.800,0,1.5,2,15,13.3,19,5,52.6,45.7,14,35.7,39.5,13,1,7.7,0,10.3,0,0,0,0,0,0,1,0,35,0,0,0,0,0.0,0.0,0.0,0,0,169,8,29,0,487,0,,12,100.0,7,21,33.3,0,0,0,0,0,14,19,5,0,1,0,0,0,0,0,17,2,14,4,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,29,0,,0,0,7,7,100.0,0,0
31,2019-12-15,Sun,Premier League,Matchweek 17,Home,D 1–1,Manchester Utd,Everton,Y,GK,90,3,1,3,.667,0,0.0,1,2,50.0,15,3,13.3,26.0,8,0.0,20.8,6,1,16.7,0,14.0,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,0,0,304,10,22,0,479,0,,17,100.0,5,6,83.3,0,1,0,0,0,13,10,2,0,0,0,0,0,0,0,19,2,2,0,20,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,9,9,100.0,0,0
33,2019-12-22,Sun,Premier League,Matchweek 18,Away,L 0–2,Manchester Utd,Watford,Y,GK,90,2,2,1,.500,0,1.8,1,2,50.0,15,4,6.7,20.3,4,25.0,23.8,6,0,0.0,0,12.8,0,0,0,0,0,0,0,0,19,0,0,0,0,0.0,0.0,0.0,0,0,243,9,5,0,353,0,0.0,11,100.0,6,7,85.7,0,0,0,0,0,14,5,1,0,0,0,0,0,0,0,13,3,3,2,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,19,0,,0,0,8,8,100.0,0,0
34,2019-12-26,Thu,Premier League,Matchweek 19,Home,W 4–1,Manchester Utd,Newcastle Utd,Y,GK,90,2,1,1,.500,0,0.9,2,3,66.7,13,1,15.4,24.3,7,14.3,25.3,0,0,,0,10.0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0,0.0,0.0,0,0,168,7,4,0,380,0,,12,100.0,6,8,75.0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,16,2,2,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,18,0,,0,0,10,10,100.0,0,0
35,2019-12-28,Sat,Premier League,Matchweek 20,Away,W 2–0,Manchester Utd,Burnley,Y,GK,90,1,0,1,1.000,1,0.1,3,16,18.8,27,4,40.7,36.8,9,55.6,51.4,10,0,0.0,1,16.2,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,334,18,19,0,537,0,0.0,11,100.0,10,24,41.7,0,0,0,0,0,22,14,5,0,0,0,0,0,0,0,17,4,15,3,28,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,35,0,,0,0,17,17,100.0,0,0
38,2020-01-01,Wed,Premier League,Matchweek 21,Away,L 0–2,Manchester Utd,Arsenal,Y,GK,90,4,2,2,.500,0,1.9,0,1,0.0,19,5,5.3,21.5,6,0.0,22.0,4,0,0.0,0,15.0,0,0,0,0,0,0,0,0,27,0,0,0,0,0.0,0.0,0.0,0,0,323,14,33,0,482,0,0.0,17,100.0,6,7,85.7,0,0,0,0,0,18,7,1,0,0,0,0,0,0,0,22,2,1,1,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,26,0,,0,0,12,12,100.0,0,0
40,2020-01-07,Tue,EFL Cup,Semi-finals,Home,L 1–3,Manchester Utd,Manchester City,Y,GK,90,6,3,3,.500,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
41,2020-01-11,Sat,Premier League,Matchweek 22,Home,W 4–0,Manchester Utd,Norwich City,Y,GK,90,3,0,3,1.000,1,0.4,1,2,50.0,14,4,14.3,29.2,3,0.0,15.3,1,0,0.0,1,13.5,0,0,0,0,0,0,0,0,18,0,0,0,0,0.0,0.0,0.0,0,0,185,7,17,0,394,0,,8,100.0,8,9,88.9,0,0,0,0,0,13,4,1,0,0,0,0,0,0,0,12,1,4,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,17,0,,0,0,7,7,100.0,0,0
43,2020-01-19,Sun,Premier League,Matchweek 23,Away,L 0–2,Manchester Utd,Liverpool,Y,GK,90,5,2,2,.600,0,0.7,5,13,38.5,16,4,62.5,46.9,9,33.3,29.9,12,1,8.3,1,14.8,0,0,0,0,0,0,1,0,28,0,0,0,0,0.0,0.0,0.0,0,0,321,11,25,0,525,0,,8,100.0,9,17,52.9,0,0,0,0,0,13,12,3,0,0,0,0,0,0,0,8,2,15,2,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,26,0,,0,0,6,6,100.0,0,0
44,2020-01-22,Wed,Premier League,Matchweek 24,Home,L 0–2,Manchester Utd,Burnley,Y,GK,90,2,2,0,.000,0,0.7,2,6,33.3,31,7,16.1,25.6,2,50.0,42.0,7,1,14.3,0,16.0,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,413,27,51,0,575,0,,22,95.7,5,10,50.0,0,0,0,0,0,29,4,2,0,0,0,0,0,0,0,24,2,7,0,26,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,33,0,,0,0,19,19,100.0,0,0
46,2020-01-29,Wed,EFL Cup,Semi-finals,Away,W 1–0,Manchester Utd,Manchester City,Y,GK,90,4,0,4,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
47,2020-02-01,Sat,Premier League,Matchweek 25,Home,D 0–0,Manchester Utd,Wolves,Y,GK,90,3,0,3,1.000,1,0.3,3,4,75.0,11,2,18.2,29.3,6,33.3,31.8,6,0,0.0,1,17.0,0,0,0,0,0,0,0,0,18,0,0,0,0,0.0,0.0,0.0,0,0,253,3,3,0,442,0,,10,100.0,6,7,85.7,0,0,0,0,0,9,8,2,0,1,0,0,0,0,0,14,1,2,1,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,17,0,,0,0,4,4,100.0,0,0
48,2020-02-17,Mon,Premier League,Matchweek 26,Away,W 2–0,Manchester Utd,Chelsea,Y,GK,90,0,0,0,,1,0.0,5,13,38.5,15,1,73.3,51.7,7,28.6,32.3,6,0,0.0,0,20.0,0,0,0,0,0,0,0,0,22,0,0,0,0,0.0,0.0,0.0,0,0,331,6,9,0,490,0,,7,100.0,7,15,46.7,0,0,0,0,0,11,11,4,0,3,0,0,0,0,0,9,0,13,1,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,21,0,,0,0,7,7,100.0,0,0
49,2020-02-20,Thu,Europa Lg,Round of 32,Away,D 1–1,eng Manchester Utd,be Club Brugge,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2020-02-23,Sun,Premier League,Matchweek 27,Home,W 3–0,Manchester Utd,Watford,Y,GK,90,2,0,2,1.000,1,0.1,3,13,23.1,26,5,38.5,33.9,5,60.0,55.8,7,0,0.0,0,5.0,0,0,0,0,0,0,0,0,32,1,0,0,0,0.0,0.0,0.0,0,0,317,18,30,0,529,0,,13,100.0,8,18,44.4,0,0,0,0,0,25,6,1,0,1,0,0,0,0,0,15,3,13,0,26,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,31,0,,0,0,20,20,100.0,0,0
51,2020-02-27,Thu,Europa Lg,Round of 32,Home,W 5–0,eng Manchester Utd,be Club Brugge,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2020-03-01,Sun,Premier League,Matchweek 28,Away,D 1–1,Manchester Utd,Everton,Y,GK,90,5,1,4,.800,0,2.1,2,11,18.2,14,3,50.0,43.7,6,66.7,56.7,11,0,0.0,0,11.3,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,180,9,15,0,293,0,0.0,6,100.0,4,13,30.8,0,1,0,0,0,11,9,3,0,0,0,0,0,0,0,7,2,11,0,17,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,23,0,,0,0,8,8,100.0,0,0
53,2020-03-05,Thu,FA Cup,Fifth round,Away,W 3–0,Manchester Utd,Derby County,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
