,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-10,Sat,Premier League,Matchweek 1,Away,L 1–3,Aston Villa,Tottenham,Y,GK,90,7,3,4,.571,0,3.2,7,25,28.0,22,2,68.2,55.6,13,76.9,59.9,16,2,12.5,1,9.7,0,0,0,0,0,0,0,0,38,1,0,0,0,0.0,0.0,0.0,0,0,430,14,55,0,639,0,,9,100.0,7,26,26.9,0,1,0,0,0,17,18,5,0,1,0,0,0,0,0,8,1,26,1,29,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,31,0,,0,0,9,9,100.0,0,0
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,L 1–2,Aston Villa,Bournemouth,Y,GK,90,3,2,2,.667,0,1.4,4,11,36.4,17,2,47.1,37.5,6,50.0,45.2,5,0,0.0,0,,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,328,8,8,0,447,0,,11,100.0,5,12,41.7,0,0,0,0,0,13,10,4,0,1,0,0,0,0,0,10,2,11,1,20,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,21,0,,0,0,12,12,100.0,0,0
3,2019-08-23,Fri,Premier League,Matchweek 3,Home,W 2–0,Aston Villa,Everton,Y,GK,90,0,0,0,,1,0.0,8,25,32.0,25,2,60.0,48.5,11,90.9,64.7,12,0,0.0,0,8.7,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,618,15,60,0,807,0,,9,100.0,10,27,37.0,0,3,0,0,0,21,15,4,0,0,0,0,0,0,0,10,1,25,0,33,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,36,0,,0,0,9,9,100.0,0,0
5,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 0–1,Aston Villa,Crystal Palace,Y,GK,90,5,1,4,.800,0,0.6,7,17,41.2,23,3,52.2,44.2,11,45.5,47.5,15,0,0.0,0,7.0,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,613,14,29,0,812,0,,10,100.0,13,24,54.2,0,0,0,0,0,20,14,3,0,2,0,0,0,0,0,15,2,17,2,27,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,35,0,,0,0,12,12,100.0,0,0
6,2019-09-07,Sat,Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-10,Tue,Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2019-09-16,Mon,Premier League,Matchweek 5,Home,D 0–0,Aston Villa,West Ham,Y,GK,90,1,0,1,1.000,1,0.0,2,10,20.0,17,4,41.2,38.7,8,37.5,39.9,9,0,0.0,0,6.3,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,0,0,331,10,42,0,484,0,,11,100.0,6,14,42.9,0,1,0,0,0,14,11,3,0,0,0,0,0,0,0,15,0,10,4,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,23,0,,0,0,10,10,100.0,0,0
9,2019-09-22,Sun,Premier League,Matchweek 6,Away,L 2–3,Aston Villa,Arsenal,Y,GK,90,4,3,2,.500,0,2.2,6,18,33.3,16,7,62.5,44.9,12,66.7,51.9,11,1,9.1,0,10.5,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,427,8,27,0,555,0,,7,100.0,9,21,42.9,0,0,0,0,0,12,16,4,0,0,0,0,0,0,0,9,3,16,1,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,5,5,100.0,0,0
11,2019-09-28,Sat,Premier League,Matchweek 7,Home,D 2–2,Aston Villa,Burnley,Y,GK,90,3,2,1,.333,0,1.2,3,15,20.0,14,3,42.9,37.1,9,100.0,71.6,4,0,0.0,2,23.8,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,0,0,227,12,23,0,352,0,,4,100.0,7,19,36.8,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,9,0,14,1,19,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,11,11,100.0,0,0
12,2019-10-05,Sat,Premier League,Matchweek 8,Away,W 5–1,Aston Villa,Norwich City,Y,GK,90,4,1,3,.750,0,1.3,9,26,34.6,22,5,77.3,53.4,10,90.0,62.6,8,0,0.0,0,12.8,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,569,11,29,0,633,0,,4,100.0,11,28,39.3,0,0,0,0,0,16,16,6,0,0,0,0,0,0,0,6,1,25,0,26,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,,0,0,0,0,0,,0,0,27,0,,0,0,11,10,90.9,0,0
