,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-07-06,Sat,Africa Cup of Nations,Round of 16,Neutral,W 3–2,ng Nigeria,cm Cameroon,Y,DM,90,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
2,2019-07-10,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 2–1,ng Nigeria,za South Africa,Y,DM,90,0,0,0,0,2,0,0,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,
3,2019-07-14,Sun,Africa Cup of Nations,Semi-finals,Neutral,L 1–2,ng Nigeria,dz Algeria,Y,DM,90,0,0,0,0,2,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,
4,2019-07-17,Wed,Africa Cup of Nations,Third-place match,Neutral,W 1–0,ng Nigeria,tn Tunisia,Y,DM,90,0,0,0,0,1,0,1,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,
5,2019-08-11,Sun,Premier League,Matchweek 1,Home,D 0–0,Leicester City,Wolves,Y,DM,90,0,0,0,0,2,0,0,0,85,34,6,4,3,0.1,0.1,0.0,0,0,56,70,80.0,214,52,108,1,1,1104,1,50.0,40,48,83.3,15,20,75.0,0,3,0,0,3,70,0,0,0,2,0,0,0,0,0,47,10,13,8,54,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,1,3,2,0,0.0,4,38.2,8,19,7,0,3,,1,0,2,1,100.0,1,0,60,51,85.0,0,0,0,1,0,0,19,1,5,16.7
6,2019-08-18,Sun,Premier League,Matchweek 2,Away,D 1–1,Leicester City,Chelsea,Y,DM,90,1,0,0,0,1,1,0,0,56,25,6,1,3,0.2,0.2,0.0,1,0,35,42,83.3,119,27,20,0,0,753,1,50.0,23,25,92.0,11,15,73.3,0,2,0,0,3,40,2,2,0,1,0,0,0,0,0,34,3,5,5,35,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,5,0,6,75.0,2,28.0,13,12,0,0,3,,3,0,3,1,,0,0,34,33,97.1,1,2,0,0,0,0,10,2,4,33.3
8,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 3–1,Leicester City,Bournemouth,Y,DM,90,0,0,0,0,0,0,0,0,67,23,5,2,5,0.0,0.0,0.0,2,0,44,53,83.0,161,28,35,0,0,731,1,100.0,39,44,88.6,4,8,50.0,2,2,0,0,1,52,1,1,0,2,0,0,0,0,0,36,9,8,6,42,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0.0,1,47.8,9,13,1,0,4,,4,0,5,1,,0,0,34,30,88.2,0,0,0,1,0,0,18,2,2,50.0
9,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 0–1,Leicester City,Manchester Utd,Y,DM,90,0,0,0,0,2,0,0,0,53,46,4,0,6,0.0,0.0,0.0,0,0,34,40,85.0,152,34,29,0,1,677,1,100.0,25,30,83.3,8,9,88.9,0,2,0,0,3,39,1,1,0,3,0,0,0,0,0,27,6,7,7,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,14.3,6,32.6,15,26,5,0,6,,1,0,0,1,0.0,1,0,35,29,82.9,1,0,0,2,0,0,12,1,1,50.0
10,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 2–1,Leicester City,Tottenham,Y,DM,90,0,0,0,0,1,0,0,0,53,26,4,0,4,0.0,0.0,0.0,0,0,36,40,90.0,213,32,53,1,1,728,0,0.0,26,26,100.0,10,12,83.3,0,6,0,0,3,38,2,2,0,5,1,0,0,0,0,28,5,7,4,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,50.0,1,26.9,11,15,0,0,4,,3,0,3,0,100.0,1,1,20,18,90.0,1,2,0,3,0,0,21,2,1,66.7
11,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Leicester City,Luton Town,Y,DM,76,0,0,0,0,1,1,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
