,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-09,Fri,Premier League,Matchweek 1,Away,L 1–4,Norwich City,Liverpool,Y,CM,90,0,0,0,0,0,0,0,0,42,16,2,1,1,0.0,0.0,0.0,0,0,28,31,90.3,84,27,31,0,0,507,0,,23,25,92.0,5,6,83.3,0,2,0,0,3,31,0,0,0,0,0,0,0,0,0,24,2,5,19,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,1,12.5,5,8,3,0,1,,3,0,5,0,,0,0,32,27,84.4,1,2,0,1,0,0,7,0,1,0.0
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,W 3–1,Norwich City,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 2–3,Norwich City,Chelsea,N,"DM,CM",10,0,0,0,0,0,0,0,0,13,5,0,0,0,0.0,0.0,0.0,0,0,10,12,83.3,62,8,33,0,0,163,0,,9,10,90.0,1,2,50.0,0,2,0,0,2,12,0,0,0,0,0,0,0,0,0,9,3,0,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,5,0,0,0,0,,0,0,1,0,,0,0,10,10,100.0,0,0,0,0,0,0,3,0,0,
4,2019-08-27,Tue,EFL Cup,Second round,Away,L 0–1,Norwich City,Crawley Town,Y,AM,90,0,0,0,0,2,2,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
5,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 0–2,Norwich City,West Ham,N,LW,13,0,0,0,0,0,0,0,0,12,6,0,1,0,0.0,0.0,0.3,2,0,9,10,90.0,86,9,61,0,0,142,0,,7,7,100.0,2,3,66.7,2,0,2,2,3,9,1,0,0,0,3,0,0,0,0,6,1,3,7,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,33.3,3,3,0,0,0,,0,0,0,0,,0,0,10,10,100.0,0,0,0,0,0,0,0,0,1,0.0
6,2019-09-06,Fri,Euro Qualifying,Group stage,Home,L 1–2,sco Scotland,ru Russia,N,,29,0,0,0,0,1,0,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
7,2019-09-09,Mon,Euro Qualifying,Group stage,Home,L 0–4,sco Scotland,be Belgium,Y,CM,90,0,0,0,0,2,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
8,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 3–2,Norwich City,Manchester City,Y,CM,90,1,0,0,0,1,1,1,0,54,16,1,0,2,0.1,0.1,0.0,0,0,35,41,85.4,185,27,45,0,1,554,2,66.7,29,32,90.6,4,6,66.7,0,1,1,0,2,41,0,0,0,2,0,0,0,0,0,31,6,4,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,6.3,12,4,0,0,1,,6,0,12,1,0.0,1,0,31,29,93.5,0,0,0,0,0,0,13,3,0,100.0
9,2019-09-21,Sat,Premier League,Matchweek 6,Away,L 0–2,Norwich City,Burnley,Y,DM,90,0,0,0,0,0,0,0,0,59,13,2,0,0,0.0,0.0,0.0,1,0,52,56,92.9,317,38,80,0,1,826,3,75.0,39,42,92.9,10,10,100.0,0,3,1,1,8,54,2,2,0,1,1,0,0,0,0,41,11,4,40,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,2,40.0,3,30.8,9,3,1,0,0,,0,0,3,0,0.0,0,0,42,40,95.2,0,0,0,0,0,0,12,5,1,83.3
10,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 0–2,Norwich City,Crystal Palace,Y,CM,90,0,0,0,0,0,0,0,0,80,16,1,1,1,0.0,0.0,0.0,2,0,60,72,83.3,489,45,104,0,0,1196,0,0.0,44,48,91.7,16,22,72.7,0,6,1,0,3,64,8,4,0,2,0,0,0,0,0,41,16,15,48,13,5,4,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,2,37.5,7,9,0,0,1,,4,0,6,0,,0,0,57,50,87.7,0,0,0,0,0,0,16,4,3,57.1
11,2019-10-05,Sat,Premier League,Matchweek 8,Home,L 1–5,Norwich City,Aston Villa,Y,DM,90,0,0,0,0,1,0,0,0,67,13,2,0,2,0.0,0.0,0.0,3,0,47,55,85.5,387,47,157,0,0,983,0,0.0,34,39,87.2,13,15,86.7,1,7,2,0,10,52,3,2,2,1,0,0,0,0,0,38,3,14,38,11,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,1,1,100.0,0,15.4,7,4,2,0,1,,5,0,4,0,,0,0,46,42,91.3,0,1,0,2,0,1,13,2,0,100.0
12,2019-10-19,Sat,Premier League,Matchweek 9,Away,D 0–0,Norwich City,Bournemouth,Y,CM,90,0,0,0,0,5,0,1,0,72,16,0,3,0,0.2,0.2,0.0,2,0,42,55,76.4,321,51,88,1,2,703,2,66.7,34,41,82.9,6,11,54.5,1,4,0,0,6,52,3,2,1,1,0,0,0,0,0,32,16,7,40,6,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,18.8,4,9,3,0,0,,2,0,3,3,50.0,1,0,59,54,91.5,6,0,0,2,0,0,10,6,3,66.7
13,2019-10-27,Sun,Premier League,Matchweek 10,Home,L 1–3,Norwich City,Manchester Utd,Y,"CM,DM",90,0,0,0,0,0,0,0,0,52,30,6,0,3,0.0,0.0,0.0,0,0,31,40,77.5,143,33,81,0,0,509,1,50.0,24,30,80.0,6,8,75.0,0,2,0,0,1,40,0,0,0,0,0,0,0,0,0,27,9,4,23,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,3,42.9,4,30.0,12,16,2,0,3,,1,0,2,0,,0,0,36,33,91.7,0,1,0,1,0,0,10,1,0,100.0
14,2019-11-02,Sat,Premier League,Matchweek 11,Away,L 0–2,Norwich City,Brighton,Y,CM,90,0,0,0,0,0,0,0,0,72,35,2,0,7,0.0,0.0,0.0,0,0,45,57,78.9,241,38,125,0,0,796,1,50.0,35,42,83.3,9,13,69.2,0,3,0,0,1,57,0,0,0,1,0,0,0,0,0,41,7,9,41,11,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,50.0,1,22.9,14,17,4,0,6,,2,0,6,0,,0,0,54,50,92.6,0,1,0,2,0,0,10,0,1,0.0
15,2019-11-08,Fri,Premier League,Matchweek 12,Home,L 0–2,Norwich City,Watford,Y,"DM,LB",90,0,0,0,0,2,2,0,0,85,17,1,0,2,0.1,0.1,0.2,4,0,57,72,79.2,285,66,197,4,5,852,3,60.0,48,55,87.3,6,12,50.0,3,7,1,0,6,67,5,0,0,0,3,1,1,0,0,53,12,7,52,15,1,4,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,50.0,1,23.5,6,8,3,0,2,,1,0,1,4,80.0,5,1,67,62,92.5,2,1,0,1,0,0,12,0,0,
16,2019-11-23,Sat,Premier League,Matchweek 13,Away,W 2–0,Norwich City,Everton,Y,AM,87,0,0,0,0,1,0,1,0,66,24,4,1,3,0.0,0.0,0.5,5,0,25,52,48.1,230,27,40,0,1,493,0,0.0,18,32,56.3,7,17,41.2,5,0,1,0,9,42,10,3,0,1,3,7,2,5,0,19,18,15,33,4,5,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,1,3,0,1,100.0,0,33.3,4,15,5,0,3,,1,0,2,1,0.0,0,0,52,41,78.8,1,3,0,1,0,0,7,9,6,60.0
17,2019-12-01,Sun,Premier League,Matchweek 14,Home,D 2–2,Norwich City,Arsenal,Y,AM,90,0,1,0,0,3,3,1,0,57,18,0,1,1,0.3,0.3,0.1,3,2,35,48,72.9,143,31,153,1,1,641,1,100.0,25,31,80.6,9,16,56.3,1,6,0,0,3,41,7,1,0,1,1,4,2,2,0,31,7,10,36,7,2,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,1,16.7,3,9,6,0,1,,0,0,0,3,100.0,1,0,51,38,74.5,2,2,0,2,0,0,10,2,2,50.0
