,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-10,Sat,Premier League,Matchweek 1,Away,L 0–3,Southampton,Burnley,Y,"WB,LB",90,0,0,0,0,1,0,0,0,52,13,2,1,0,0.1,0.1,0.0,0,0,28,39,71.8,189,24,88,1,3,507,0,0.0,25,32,78.1,3,6,50.0,0,1,1,0,4,32,7,0,0,0,2,2,0,0,2,16,6,17,24,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,100.0,0,23.1,6,5,2,0,0,,4,0,0,4,33.3,1,0,35,27,77.1,1,2,0,1,0,0,10,6,0,100.0
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,L 1–2,Southampton,Liverpool,Y,WB,76,0,0,0,0,0,0,0,0,41,9,0,0,2,0.0,0.0,0.0,0,0,21,34,61.8,271,15,60,0,0,361,0,0.0,17,20,85.0,4,12,33.3,0,2,0,0,11,22,12,0,0,1,2,1,1,0,0,11,10,13,18,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,33.3,4,2,3,0,2,,2,0,1,1,,0,0,26,19,73.1,1,0,0,0,0,0,3,1,4,20.0
4,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 1–0,Southampton,Sheffield Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-09-20,Fri,Premier League,Matchweek 6,Home,L 1–3,Southampton,Bournemouth,N,LB,45,0,0,0,0,0,0,0,0,33,2,0,1,0,0.0,0.0,0.1,3,0,26,30,86.7,134,26,47,0,0,399,1,100.0,23,26,88.5,2,3,66.7,2,3,2,1,5,26,4,0,0,0,2,0,0,0,0,22,4,4,20,4,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100.0,0,1,1,0,0,,0,0,1,2,,0,0,30,26,86.7,0,1,0,0,0,0,1,1,2,33.3
6,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Southampton,Portsmouth,Y,LB,90,0,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
7,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 1–2,Southampton,Tottenham,Y,"WB,LB",90,0,0,0,0,1,1,0,0,88,11,1,2,1,0.0,0.0,0.2,5,0,61,74,82.4,357,56,199,0,2,980,3,42.9,47,51,92.2,11,16,68.8,3,3,4,2,10,62,12,2,0,2,8,1,1,0,0,45,14,15,54,6,3,9,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,54.5,4,3,4,0,1,,2,0,2,2,0.0,0,0,62,57,91.9,3,2,0,0,0,0,12,2,1,66.7
8,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 1–4,Southampton,Chelsea,Y,LB,90,0,0,0,0,0,0,0,0,52,13,1,2,2,0.0,0.0,0.1,2,0,21,37,56.8,103,25,56,0,1,312,0,0.0,18,27,66.7,3,5,60.0,1,1,1,0,1,29,8,1,0,0,0,0,0,0,0,17,11,9,22,4,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,2,46.2,3,8,2,0,2,,4,0,1,0,0.0,0,0,32,29,90.6,2,3,0,0,0,0,6,3,2,60.0
9,2019-10-19,Sat,Premier League,Matchweek 9,Away,D 1–1,Southampton,Wolves,Y,WB,90,0,0,0,0,1,0,1,0,70,8,1,1,5,0.0,0.0,0.3,4,0,43,55,78.2,375,39,135,0,2,727,0,0.0,38,43,88.4,5,10,50.0,3,6,1,0,10,48,7,1,0,2,3,0,0,0,0,35,7,13,42,3,3,6,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,100.0,0,37.5,5,2,1,0,5,,3,0,2,2,0.0,0,0,46,40,87.0,0,0,0,2,0,0,12,2,3,40.0
10,2019-10-25,Fri,Premier League,Matchweek 10,Home,L 0–9,Southampton,Leicester City,Y,"AM,WB",11,0,0,0,0,0,0,0,1,8,5,1,0,1,0.0,0.0,0.0,0,0,2,4,50.0,29,4,14,0,0,57,0,,1,1,100.0,1,3,33.3,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1,20.0,1,3,1,0,1,,0,0,0,0,,0,0,5,3,60.0,0,2,0,0,0,0,0,0,0,
12,2019-11-23,Sat,Premier League,Matchweek 13,Away,D 2–2,Southampton,Arsenal,Y,LB,90,0,1,0,0,0,0,1,0,53,11,3,2,4,0.0,0.0,0.3,3,1,34,42,81.0,296,25,77,0,1,577,0,,29,32,90.6,5,10,50.0,2,4,0,0,9,26,16,3,0,0,3,1,1,0,0,24,11,7,28,2,0,12,0,0,1,2,1,0,0,0,1,0,0,0,0,2,1,1,1,1,100.0,0,36.4,4,5,2,0,3,,0,0,4,2,0.0,0,0,27,23,85.2,0,1,0,0,0,0,6,0,2,0.0
13,2019-11-30,Sat,Premier League,Matchweek 14,Home,W 2–1,Southampton,Watford,Y,LB,90,0,0,0,0,0,0,0,0,93,8,1,2,2,0.0,0.0,0.0,0,0,60,78,76.9,402,53,243,1,3,1067,1,14.3,49,59,83.1,10,12,83.3,0,7,1,0,12,61,17,1,0,2,4,0,0,0,0,46,8,24,49,7,5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,33.3,2,37.5,4,2,2,0,2,,4,0,5,2,33.3,2,0,60,54,90.0,1,1,0,0,0,0,13,0,1,0.0
14,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Southampton,Norwich City,Y,LB,90,1,0,0,0,1,1,0,0,53,22,0,1,3,0.5,0.5,0.0,0,0,33,47,70.2,397,20,61,0,0,639,0,,28,35,80.0,5,12,41.7,0,7,1,0,18,28,19,1,0,0,0,0,0,0,0,13,9,25,22,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,50.0,4,10,8,0,2,,1,0,1,2,,0,0,28,23,82.1,0,1,0,2,0,0,5,2,0,100.0
