,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
13,2019-10-29,Tue,EFL Cup,Fourth round,Away,L 1–3,Southampton,Manchester City,Y,GK,90,9,3,6,.667,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,2019-11-02,Sat,Premier League,Matchweek 11,Away,L 1–2,Southampton,Manchester City,Y,GK,90,4,2,2,.500,0,1.5,8,30,26.7,21,1,85.7,62.4,13,92.3,64.3,30,3,10.0,0,5.4,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,512,12,51,0,641,0,,0,,12,34,35.3,0,0,0,0,0,14,20,7,0,0,0,0,0,0,0,4,0,30,0,28,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,35,0,,0,0,6,6,100.0,0,0
15,2019-11-09,Sat,Premier League,Matchweek 12,Home,L 1–2,Southampton,Everton,Y,GK,90,5,2,3,.600,0,1.6,5,18,27.8,21,6,42.9,37.2,12,75.0,57.5,11,2,18.2,0,6.2,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,379,12,16,0,586,0,,8,88.9,11,24,45.8,0,1,0,0,0,19,14,2,0,2,0,0,0,0,0,10,6,17,3,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,30,0,,0,0,12,12,100.0,0,0
16,2019-11-23,Sat,Premier League,Matchweek 13,Away,D 2–2,Southampton,Arsenal,Y,GK,90,5,2,3,.600,0,2.4,5,18,27.8,24,5,62.5,49.2,3,100.0,68.7,15,3,20.0,1,11.8,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,332,15,45,0,487,0,,5,100.0,8,22,36.4,0,0,0,0,0,21,6,3,0,1,0,0,0,0,0,7,1,19,4,15,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,25,0,,0,0,13,13,100.0,0,0
17,2019-11-30,Sat,Premier League,Matchweek 14,Home,W 2–1,Southampton,Watford,Y,GK,90,3,1,2,.667,0,0.5,7,13,53.8,19,2,57.9,47.6,3,66.7,58.0,9,1,11.1,0,20.0,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,0,0,485,15,25,1,657,0,,4,100.0,11,18,61.1,0,2,0,0,0,16,6,3,0,1,0,0,0,0,0,6,1,15,5,14,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,24,0,100.0,1,0,12,12,100.0,0,0
18,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Southampton,Norwich City,Y,GK,90,3,1,2,.667,0,0.9,8,18,44.4,17,1,76.5,52.5,5,100.0,65.6,4,0,0.0,1,17.8,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,462,12,26,0,585,0,,2,100.0,9,20,45.0,0,2,0,0,0,15,7,2,0,0,0,0,0,0,0,3,0,19,2,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,18,0,,0,0,9,9,100.0,0,0
19,2019-12-08,Sun,Premier League,Matchweek 16,Away,L 1–2,Southampton,Newcastle Utd,Y,GK,90,6,2,4,.667,0,1.5,8,13,61.5,16,2,62.5,48.2,5,60.0,53.0,13,1,7.7,0,8.7,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,0,0,570,7,24,0,706,0,,4,100.0,12,17,70.6,0,3,0,0,0,15,6,1,0,1,0,0,0,0,0,7,1,13,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,10,9,90.0,0,0
20,2019-12-14,Sat,Premier League,Matchweek 17,Home,L 0–1,Southampton,West Ham,Y,GK,90,4,1,3,.750,0,1.7,9,23,39.1,29,3,65.5,47.7,4,100.0,68.3,9,0,0.0,0,8.2,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0,0.0,0.0,0,0,565,19,80,0,728,0,,7,100.0,11,26,42.3,0,2,0,0,0,21,12,8,0,1,0,0,0,0,0,7,3,23,2,24,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,25,0,,0,0,13,13,100.0,0,0
21,2019-12-21,Sat,Premier League,Matchweek 18,Away,W 3–1,Southampton,Aston Villa,Y,GK,90,6,1,5,.833,0,1.9,7,31,22.6,29,1,86.2,58.4,8,75.0,56.8,12,2,16.7,0,10.7,0,0,0,0,0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0,0,452,16,109,0,579,0,,3,100.0,10,34,29.4,0,0,0,0,0,22,15,7,0,2,0,0,0,0,0,5,1,31,2,24,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,34,0,,0,0,11,11,100.0,0,0
22,2019-12-26,Thu,Premier League,Matchweek 19,Away,W 2–0,Southampton,Chelsea,Y,GK,90,4,0,4,1.000,1,0.7,6,20,30.0,16,2,81.3,54.0,7,100.0,72.4,12,0,0.0,0,8.6,0,0,0,0,0,0,0,0,27,0,0,0,0,0.0,0.0,0.0,0,0,318,8,47,0,411,0,,1,100.0,8,22,36.4,0,0,0,0,0,12,11,4,0,2,0,0,0,0,0,3,0,20,1,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,23,0,,0,0,4,4,100.0,0,0
23,2019-12-28,Sat,Premier League,Matchweek 20,Home,D 1–1,Southampton,Crystal Palace,Y,GK,90,3,1,2,.667,0,1.3,2,7,28.6,13,4,38.5,34.8,4,50.0,46.3,4,0,0.0,0,,0,0,0,0,0,0,0,0,17,0,0,0,0,0.0,0.0,0.0,0,0,168,6,5,0,282,0,,5,100.0,6,12,50.0,0,0,0,0,0,12,5,1,0,0,0,0,0,0,0,7,4,6,1,12,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,16,0,,0,0,10,10,100.0,0,0
24,2020-01-01,Wed,Premier League,Matchweek 21,Home,W 1–0,Southampton,Tottenham,Y,GK,90,3,0,3,1.000,1,0.8,7,19,36.8,17,1,82.4,55.7,5,100.0,69.2,13,1,7.7,0,14.0,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,0,0,453,10,38,0,532,0,,2,100.0,8,20,40.0,0,1,0,0,0,12,10,5,0,0,0,0,0,0,0,3,1,18,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,21,0,,0,0,6,6,100.0,0,0
26,2020-01-11,Sat,Premier League,Matchweek 22,Away,W 2–1,Southampton,Leicester City,Y,GK,90,5,1,4,.800,0,1.4,3,15,20.0,14,3,71.4,58.0,6,83.3,68.8,7,0,0.0,0,14.8,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,267,8,48,0,336,0,,2,100.0,6,18,33.3,0,0,0,0,0,11,9,3,0,1,0,0,0,0,0,4,0,16,0,11,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,2,2,100.0,0,0
27,2020-01-18,Sat,Premier League,Matchweek 23,Home,L 2–3,Southampton,Wolves,Y,GK,90,3,3,1,.333,0,3.0,10,20,50.0,17,2,70.6,46.5,8,100.0,68.3,8,0,0.0,2,22.4,0,0,0,0,0,0,0,0,27,0,0,0,0,0.0,0.0,0.0,0,0,589,12,26,0,702,0,,5,100.0,10,20,50.0,0,2,0,0,0,14,11,3,0,2,0,0,0,0,0,5,1,19,3,19,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,24,0,,0,0,9,9,100.0,0,0
28,2020-01-21,Tue,Premier League,Matchweek 24,Away,W 2–0,Southampton,Crystal Palace,Y,GK,90,0,0,0,,1,0.0,2,19,10.5,18,4,61.1,51.9,8,100.0,74.3,3,0,0.0,0,11.3,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,168,7,4,0,285,0,,4,100.0,5,22,22.7,0,0,0,0,0,14,12,4,0,1,0,0,0,0,0,7,0,19,3,17,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,24,0,,0,0,10,10,100.0,0,0
30,2020-02-01,Sat,Premier League,Matchweek 25,Away,L 0–4,Southampton,Liverpool,Y,GK,90,9,4,5,.556,0,4.5,6,22,27.3,23,4,78.3,60.2,4,100.0,70.8,8,0,0.0,0,18.3,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,425,16,47,0,540,0,,4,100.0,7,23,30.4,0,2,0,0,0,20,7,3,0,2,0,0,0,0,0,4,2,21,1,17,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,0,,0,0,11,11,100.0,0,0
34,2020-02-15,Sat,Premier League,Matchweek 26,Home,L 1–2,Southampton,Burnley,Y,GK,90,6,2,4,.667,0,0.8,7,22,31.8,30,2,60.0,43.9,7,57.1,48.4,5,0,0.0,2,20.3,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,528,21,76,0,750,1,100.0,9,100.0,12,27,44.4,0,1,0,0,0,29,8,1,0,0,0,0,0,0,0,12,3,22,7,22,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,33,0,,0,0,17,17,100.0,0,0
35,2020-02-22,Sat,Premier League,Matchweek 27,Home,W 2–0,Southampton,Aston Villa,Y,GK,90,1,0,1,1.000,1,0.4,9,24,37.5,24,3,83.3,55.9,4,100.0,66.8,8,1,12.5,0,13.0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,1,0,535,13,89,0,625,0,0.0,3,100.0,9,24,37.5,0,2,1,0,0,17,11,7,0,3,0,0,0,0,0,3,2,23,1,18,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,23,0,,0,0,8,8,100.0,0,0
36,2020-02-29,Sat,Premier League,Matchweek 28,Away,L 1–3,Southampton,West Ham,Y,GK,90,7,3,4,.571,0,2.8,8,17,47.1,20,4,50.0,43.4,9,77.8,55.9,9,1,11.1,0,14.5,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,596,12,15,0,778,0,,8,100.0,12,21,57.1,0,1,0,0,0,18,11,2,0,1,0,0,0,0,0,10,3,16,0,22,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,26,0,,0,0,11,11,100.0,0,0
37,2020-03-07,Sat,Premier League,Matchweek 29,Home,L 0–1,Southampton,Newcastle Utd,Y,GK,90,6,1,5,.833,0,2.6,8,20,40.0,16,1,81.3,58.2,7,100.0,66.6,7,0,0.0,1,22.8,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,1,0,502,8,31,0,559,0,,3,100.0,8,20,40.0,1,1,0,0,0,11,12,5,0,0,0,0,0,0,0,2,2,19,2,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,4,4,100.0,0,0
38,2020-06-19,Fri,Premier League,Matchweek 30,Away,W 3–0,Southampton,Norwich City,Y,GK,90,1,0,1,1.000,1,0.0,6,18,33.3,18,0,72.2,48.8,5,100.0,66.2,4,1,25.0,4,26.2,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,0,0,328,9,21,0,454,0,,4,100.0,7,19,36.8,0,0,0,0,0,15,8,3,0,0,0,0,0,0,0,5,1,17,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,16,0,,0,0,9,9,100.0,0,0
39,2020-06-25,Thu,Premier League,Matchweek 31,Home,L 0–2,Southampton,Arsenal,Y,GK,90,5,2,3,.600,0,1.8,9,22,40.9,32,3,62.5,44.0,3,66.7,54.7,2,0,0.0,1,17.5,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0,0.0,0.0,0,0,499,21,52,0,725,0,,5,62.5,14,27,51.9,0,1,0,0,0,30,5,2,0,2,0,0,0,0,0,11,2,22,3,28,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,22,0,,0,0,23,23,100.0,0,0
40,2020-06-28,Sun,Premier League,Matchweek 32,Away,W 3–1,Southampton,Watford,Y,GK,90,0,1,0,,0,0.0,6,18,33.3,17,1,76.5,52.6,5,100.0,65.8,16,0,0.0,0,16.3,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,389,9,9,0,423,0,,3,100.0,7,19,36.8,0,2,0,0,0,15,7,2,0,2,0,0,0,0,0,4,0,18,1,18,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,14,0,,0,0,12,12,100.0,0,0
41,2020-07-05,Sun,Premier League,Matchweek 33,Home,W 1–0,Southampton,Manchester City,Y,GK,90,6,0,6,1.000,1,2.1,15,30,50.0,32,2,71.9,50.2,11,63.6,49.0,16,2,12.5,0,15.3,0,0,0,0,0,0,0,0,49,0,0,0,0,0.0,0.0,0.0,1,0,767,15,30,0,1079,0,,9,100.0,17,34,50.0,0,0,0,0,0,26,17,6,0,3,0,0,0,0,0,12,1,30,5,32,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,40,0,,0,0,19,19,100.0,0,0
42,2020-07-09,Thu,Premier League,Matchweek 34,Away,D 1–1,Southampton,Everton,Y,GK,90,3,1,2,.667,0,1.5,6,24,25.0,32,3,56.3,45.3,6,100.0,72.0,5,1,20.0,1,13.0,0,0,0,0,0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0,0,473,18,16,0,699,0,,11,100.0,9,27,33.3,0,1,0,0,0,28,10,4,0,1,0,0,0,0,0,13,1,24,4,28,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,31,0,,0,0,23,23,100.0,0,0
43,2020-07-13,Mon,Premier League,Matchweek 35,Away,D 2–2,Southampton,Manchester Utd,Y,GK,90,4,2,2,.500,0,1.3,11,24,45.8,30,1,56.7,39.1,8,87.5,62.4,7,0,0.0,1,25.5,0,0,0,0,0,0,0,0,43,0,0,0,0,0.0,0.0,0.0,1,0,656,22,16,1,894,0,,13,100.0,12,25,48.0,0,1,0,0,0,25,13,5,0,2,0,0,0,0,0,14,1,23,11,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,25,0,100.0,1,0,23,23,100.0,1,0
44,2020-07-16,Thu,Premier League,Matchweek 36,Home,D 1–1,Southampton,Brighton,Y,GK,90,2,1,1,.500,0,0.8,6,16,37.5,28,4,42.9,35.0,6,66.7,53.3,6,0,0.0,0,8.0,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0,0.0,0.0,0,0,312,22,25,0,642,0,,13,100.0,10,21,47.6,0,0,0,0,0,26,8,2,0,3,0,0,0,0,0,15,3,16,9,21,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,22,22,100.0,0,0
45,2020-07-19,Sun,Premier League,Matchweek 37,Away,W 2–0,Southampton,Bournemouth,Y,GK,90,3,0,3,1.000,1,1.5,10,28,35.7,33,6,63.6,50.6,7,100.0,72.7,12,1,8.3,0,14.8,0,0,0,0,0,0,0,0,45,1,0,0,0,0.0,0.0,0.0,0,0,704,20,48,0,945,0,,5,100.0,16,35,45.7,0,2,0,0,0,27,13,6,0,1,0,0,0,0,0,7,4,29,4,27,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100.0,1,0,0,0,0,,0,0,35,0,,0,0,20,20,100.0,0,0
46,2020-07-26,Sun,Premier League,Matchweek 38,Home,W 3–1,Southampton,Sheffield Utd,Y,GK,90,3,1,2,.667,0,1.3,3,7,42.9,32,3,21.9,31.2,4,0.0,18.0,4,0,0.0,0,13.3,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,487,27,39,0,801,0,,21,95.5,10,14,71.4,0,0,0,0,0,30,6,2,0,0,0,0,0,0,0,25,2,9,8,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,25,0,,0,0,25,25,100.0,0,0
