,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-07-02,Tue,Copa América,Semi-finals,Neutral,W 2–0,br Brazil,ar Argentina,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019-07-07,Sun,Copa América,Final,Neutral,W 3–1,br Brazil,pe Peru,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019-08-04,Sun,Community Shield,FA Community Shield,Neutral,W 1 (5)–1 (4),Manchester City,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2019-08-10,Sat,Premier League,Matchweek 1,Away,W 5–0,Manchester City,West Ham,Y,GK,90,3,0,3,1.000,1,1.2,1,4,25.0,32,7,9.4,24.1,5,20.0,27.6,5,0,0.0,1,20.0,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,300,24,38,0,647,0,,27,96.4,6,9,66.7,0,0,0,0,0,31,6,1,0,1,0,0,0,0,0,33,1,3,21,9,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,33,0,,0,0,26,26,100.0,0,0
5,2019-08-17,Sat,Premier League,Matchweek 2,Home,D 2–2,Manchester City,Tottenham,Y,GK,90,2,2,0,.000,0,1.0,6,8,75.0,34,5,20.6,30.1,3,33.3,35.7,2,1,50.0,1,21.8,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,1,0,524,29,75,0,959,0,,24,100.0,11,13,84.6,0,1,0,0,0,34,3,0,0,4,0,0,0,0,0,27,2,8,26,6,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,29,0,,0,0,29,29,100.0,0,0
6,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 3–1,Manchester City,Bournemouth,Y,GK,90,7,1,6,.857,0,2.7,3,3,100.0,21,10,14.3,25.5,2,0.0,31.0,6,1,16.7,1,16.3,0,0,0,0,0,0,1,0,28,0,0,0,0,0.0,0.0,0.0,0,0,428,15,41,0,598,0,,14,100.0,9,9,100.0,0,0,0,0,0,20,3,1,0,0,0,0,0,0,0,18,2,3,11,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,12,12,100.0,0,0
7,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 4–0,Manchester City,Brighton,Y,GK,90,2,0,2,1.000,1,0.3,4,8,50.0,27,8,25.9,30.9,2,50.0,53.0,11,0,0.0,2,16.9,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,297,21,45,0,601,0,,15,100.0,9,14,64.3,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,21,2,6,18,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,30,0,,0,0,18,18,100.0,0,0
8,2019-09-06,Fri,Friendlies (M),Friendlies (M),Neutral,D 2–2,br Brazil,co Colombia,Y,GK,90,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2019-09-10,Tue,Friendlies (M),Friendlies (M),Home,L 0–1,br Brazil,pe Peru,Y,GK,90,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 2–3,Manchester City,Norwich City,Y,GK,90,3,3,0,.000,0,2.2,4,5,80.0,19,3,21.1,29.3,2,50.0,42.5,1,1,100.0,3,45.5,0,0,0,0,0,0,0,0,21,0,0,0,0,0.0,0.0,0.0,0,0,278,16,93,0,562,0,,9,100.0,11,12,91.7,0,0,0,0,0,18,3,1,0,3,0,0,0,0,0,18,0,3,14,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,10,0,,0,0,12,12,100.0,0,0
11,2019-09-18,Wed,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,ua Shakhtar,Y,GK,90,1,0,1,1.000,1,0.2,3,6,50.0,20,2,25.0,32.4,4,25.0,41.0,3,0,0.0,1,18.8,0,0,0,0,0,0,0,0,25,1,0,0,0,0.0,0.0,0.0,0,0,399,14,13,0,628,0,,10,100.0,11,14,78.6,0,0,0,0,0,19,5,1,0,1,0,0,0,0,0,18,0,6,16,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,13,0,,0,0,16,16,100.0,0,0
12,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford,Y,GK,90,4,0,4,1.000,1,0.5,2,3,66.7,28,6,7.1,24.5,1,100.0,76.0,2,0,0.0,1,15.5,0,0,0,0,0,0,0,0,31,2,1,0,0,0.0,0.0,0.0,0,0,292,24,48,0,685,0,,15,100.0,13,14,92.9,0,0,0,0,0,27,2,1,0,0,0,0,0,0,0,24,4,1,20,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,50.0,1,0.0,2,0,0,0,0,,0,0,27,0,,0,0,20,20,100.0,0,0
14,2019-09-28,Sat,Premier League,Matchweek 7,Away,W 3–1,Manchester City,Everton,Y,GK,90,6,1,5,.833,0,1.9,3,9,33.3,27,9,29.6,38.5,5,20.0,26.0,8,0,0.0,0,13.8,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0,0.0,0.0,0,0,399,18,102,0,716,0,,16,100.0,10,16,62.5,0,0,0,0,0,27,5,0,0,1,0,0,0,0,0,22,2,8,16,5,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,34,0,,0,0,16,16,100.0,0,0
15,2019-10-01,Tue,Champions Lg,Group stage,Home,W 2–0,eng Manchester City,hr Dinamo Zagreb,Y,GK,90,1,0,1,1.000,1,0.1,6,8,75.0,21,3,33.3,35.0,1,100.0,78.0,5,1,20.0,2,18.6,0,0,0,0,0,0,0,0,22,0,0,0,0,0.0,0.0,0.0,0,0,485,11,54,0,661,0,,11,100.0,9,11,81.8,0,1,0,0,0,19,3,2,0,1,0,0,0,0,0,16,0,6,17,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,15,0,,0,0,11,11,100.0,0,0
16,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 0–2,Manchester City,Wolves,Y,GK,90,2,2,0,.000,0,1.2,7,7,100.0,19,2,31.6,41.0,2,50.0,49.0,4,0,0.0,0,13.5,0,0,0,0,0,0,1,0,22,0,0,0,0,0.0,0.0,0.0,0,0,559,13,43,0,844,0,,2,100.0,18,19,94.7,0,2,0,0,0,17,4,2,0,0,0,0,0,0,0,12,4,5,13,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,17,0,,0,0,13,13,100.0,0,0
17,2019-10-10,Thu,Friendlies (M),Friendlies (M),Home,D 1–1,br Brazil,sn Senegal,Y,GK,90,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
