,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-10,Sat,Premier League,Matchweek 1,Home,W 3–1,Tottenham,Aston Villa,Y,"FW,RW",90,0,1,0,0,3,1,0,0,43,14,2,0,0,0.2,0.2,0.1,10,2,28,32,87.5,68,37,211,1,4,392,0,0.0,28,28,100.0,0,2,0.0,2,1,0,0,2,32,0,0,0,0,1,0,0,0,0,24,6,2,0,30,2,0,0,0,0,8,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0.0,1,28.6,2,5,7,0,0,,0,0,0,9,25.0,1,0,47,34,72.3,2,1,0,0,0,0,6,1,1,50.0
2,2019-08-17,Sat,Premier League,Matchweek 2,Away,D 2–2,Tottenham,Manchester City,N,"RW,LW",35,1,0,0,0,1,1,0,0,14,7,0,0,0,0.3,0.3,0.0,0,0,4,9,44.4,13,15,127,3,4,58,0,0.0,3,4,75.0,1,3,33.3,0,1,0,0,1,9,0,0,0,0,1,0,0,0,0,6,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,14.3,2,5,0,0,0,,0,0,0,2,75.0,4,0,14,10,71.4,3,0,0,1,0,0,4,2,2,50.0
3,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 0–1,Tottenham,Newcastle Utd,Y,"RW,AM",90,0,0,0,0,5,0,0,0,45,5,1,0,2,0.6,0.6,0.0,2,0,28,32,87.5,63,33,98,1,2,374,0,0.0,27,30,90.0,1,1,100.0,0,2,1,0,3,31,1,0,0,0,0,0,0,0,0,26,6,0,3,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,2,20.0,0,3,2,0,2,,0,0,0,5,50.0,1,1,52,32,61.5,1,1,0,1,0,0,6,1,5,16.7
4,2019-09-01,Sun,Premier League,Matchweek 4,Away,D 2–2,Tottenham,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 4–0,Tottenham,Crystal Palace,N,FW,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,45,0,0,12,0,,2,2,100.0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,,0,0,4,3,75.0,0,1,0,0,0,0,1,0,0,
6,2019-09-18,Wed,Champions Lg,Group stage,Away,D 2–2,eng Tottenham,gr Olympiacos,Y,RW,75,1,0,0,0,1,1,0,0,40,11,2,0,1,0.1,0.1,0.0,0,0,24,29,82.8,49,39,260,3,5,319,0,0.0,24,26,92.3,0,1,0.0,0,1,1,0,2,28,1,1,0,1,1,0,0,0,0,21,5,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,3,18.2,1,6,4,0,1,,0,0,0,0,60.0,3,0,46,33,71.7,4,1,0,1,0,0,4,1,1,50.0
7,2019-09-21,Sat,Premier League,Matchweek 6,Away,L 1–2,Tottenham,Leicester City,N,AM,5,0,0,0,0,0,0,0,0,5,5,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,12,4,0,0,0,49,0,0.0,2,2,100.0,1,1,100.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100.0,0,60.0,0,3,2,0,0,,0,0,0,0,,0,0,8,4,50.0,0,0,0,0,0,0,0,0,1,0.0
8,2019-09-24,Tue,EFL Cup,Third round,Away,L 0 (3)–0 (4),Tottenham,Colchester Utd,Y,AM,120,0,0,0,0,4,2,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
9,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Southampton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2019-10-01,Tue,Champions Lg,Group stage,Home,L 2–7,eng Tottenham,de Bayern Munich,N,"FW,AM",20,0,0,0,0,0,0,0,0,11,6,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,5,5,2,0,0,71,0,,3,5,60.0,1,1,100.0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,33.3,0,1,5,0,0,,0,0,0,0,,0,0,10,9,90.0,3,1,0,0,0,0,0,0,2,0.0
