,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-07-25,Thu,Europa Lg,Second qualifying round,Home,W 2–0,eng Wolves,nir Crusaders,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2,2019-08-01,Thu,Europa Lg,Second qualifying round,Away,W 4–1,eng Wolves,nir Crusaders,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
3,2019-08-08,Thu,Europa Lg,Third qualifying round,Away,W 4–0,eng Wolves,am Pyunik,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
4,2019-08-11,Sun,Premier League,Matchweek 1,Away,D 0–0,Wolves,Leicester City,Y*,CB,90,0,0,0,0,0,0,0,0,28,3,2,0,2,0.0,0.0,0.0,0,0,12,18,66.7,128,14,29,0,0,275,0,,8,10,80.0,4,8,50.0,0,0,0,0,0,17,1,1,0,2,0,0,0,0,0,9,1,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,50.0,1,0.0,3,0,0,0,2,,7,0,11,0,,0,0,13,13,100.0,0,0,0,1,0,0,4,2,0,100.0
5,2019-08-15,Thu,Europa Lg,Third qualifying round,Home,W 4–0,eng Wolves,am Pyunik,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6,2019-08-19,Mon,Premier League,Matchweek 2,Home,D 1–1,Wolves,Manchester Utd,Y*,CB,90,0,0,0,0,0,0,0,0,42,16,4,1,2,0.0,0.0,0.0,0,0,20,31,64.5,327,25,62,0,0,650,0,0.0,9,11,81.8,11,19,57.9,0,1,0,0,1,30,1,1,0,2,0,0,0,0,0,14,2,15,2,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,75.0,1,37.5,13,3,0,0,1,,5,0,10,0,,0,0,21,21,100.0,0,0,0,2,0,1,8,1,0,100.0
7,2019-08-22,Thu,Europa Lg,Play-off Round,Away,W 3–2,eng Wolves,it Torino,Y*,CB,90,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
8,2019-08-25,Sun,Premier League,Matchweek 3,Home,D 1–1,Wolves,Burnley,Y*,CB,90,0,0,0,0,0,0,0,0,75,4,0,1,0,0.0,0.0,0.0,0,0,58,69,84.1,653,43,114,0,0,1722,0,,28,34,82.4,30,35,85.7,0,6,0,0,3,67,2,2,0,5,0,0,0,0,0,36,7,26,2,55,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,25.0,4,0,0,0,0,,5,0,8,0,,0,0,44,44,100.0,0,0,0,0,0,0,23,4,1,80.0
9,2019-08-29,Thu,Europa Lg,Play-off Round,Home,W 2–1,eng Wolves,it Torino,Y*,CB,90,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
10,2019-09-01,Sun,Premier League,Matchweek 4,Away,L 2–3,Wolves,Everton,Y*,CB,90,0,0,0,0,0,0,0,0,39,5,2,3,3,0.0,0.0,0.0,1,0,17,29,58.6,278,17,51,0,0,468,0,0.0,12,13,92.3,5,15,33.3,1,2,0,0,0,26,3,3,0,1,0,0,0,0,0,10,4,15,2,24,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,1,60.0,3,2,0,0,1,,4,0,13,0,,0,0,14,14,100.0,0,1,0,0,0,0,10,2,1,66.7
11,2019-09-14,Sat,Premier League,Matchweek 5,Home,L 2–5,Wolves,Chelsea,Y*,CB,90,0,0,0,0,0,0,0,0,47,7,2,0,1,0.0,0.0,0.0,0,0,35,41,85.4,238,27,61,0,0,908,0,,16,19,84.2,19,22,86.4,0,1,1,0,1,41,0,0,0,1,0,0,0,0,0,28,5,8,1,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,40.0,3,14.3,4,3,0,0,1,,2,0,7,0,,0,0,32,31,96.9,0,0,0,0,0,0,11,1,1,50.0
12,2019-09-19,Thu,Europa Lg,Group stage,Home,L 0–1,eng Wolves,pt Braga,Y*,CB,90,0,0,0,0,0,0,0,0,101,7,0,0,1,0.0,0.0,0.0,2,0,91,99,91.9,728,79,267,1,1,2391,0,,46,48,95.8,45,51,88.2,0,7,0,0,7,96,3,3,0,4,0,0,0,0,0,81,4,14,4,92,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,42.9,4,3,0,0,1,,1,0,4,0,100.0,1,0,86,85,98.8,0,0,0,0,0,0,10,1,0,100.0
13,2019-09-22,Sun,Premier League,Matchweek 6,Away,D 1–1,Wolves,Crystal Palace,Y*,CB,90,0,0,0,0,0,0,1,0,63,9,3,2,3,0.0,0.0,0.0,0,0,47,53,88.7,346,44,223,0,0,1047,2,100.0,33,35,94.3,12,16,75.0,0,4,0,0,3,52,1,1,0,2,0,0,0,0,0,39,2,12,4,46,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0.0,1,22.2,6,3,0,0,3,,4,0,15,0,,0,0,42,42,100.0,0,0,0,1,0,0,8,0,1,0.0
