,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 0–2,Brighton,Chelsea,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019-10-26,Sat,Premier League,Matchweek 10,Home,W 3–2,Brighton,Everton,N,RB,25,0,0,0,0,0,0,0,0,13,2,0,0,2,0.0,0.0,0.0,0,0,7,9,77.8,50,7,17,0,0,94,0,,7,7,100.0,0,2,0.0,0,0,0,0,2,6,3,0,0,0,1,0,0,0,0,4,2,3,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100.0,0,1,1,0,2,,0,0,0,0,,0,0,10,8,80.0,0,2,0,0,0,0,0,0,0,
4,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 2–0,Brighton,Norwich City,N,FW,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,2,2,37,0,0,35,0,,0,1,0.0,1,1,100.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,1,,0,0,4,3,75.0,0,0,0,0,0,0,0,1,0,100.0
5,2019-11-10,Sun,Premier League,Matchweek 12,Away,L 1–3,Brighton,Manchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 0–2,Brighton,Leicester City,N,RB,14,0,0,0,0,0,0,0,0,13,1,0,0,0,0.0,0.0,0.0,1,0,11,11,100.0,93,9,16,0,0,197,0,,8,8,100.0,3,3,100.0,0,0,2,1,4,9,2,0,0,0,1,0,0,0,0,6,4,1,1,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,0,0,,0,0,10,8,80.0,2,0,0,0,0,0,3,1,0,100.0
7,2019-11-30,Sat,Premier League,Matchweek 14,Away,L 1–2,Brighton,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2019-12-16,Mon,Premier League,Matchweek 17,Away,D 1–1,Brighton,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 1–2,Brighton,Tottenham,Y,"WB,RB",82,0,0,0,0,0,0,0,0,47,10,2,1,1,0.0,0.0,0.0,1,1,29,34,85.3,150,25,162,2,3,458,1,100.0,25,29,86.2,3,4,75.0,0,2,0,0,3,28,6,1,0,0,3,0,0,0,0,18,12,4,5,20,3,5,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0.0,1,40.0,4,4,2,0,1,,3,0,5,2,66.7,2,0,31,26,83.9,3,1,0,2,0,0,7,2,0,100.0
13,2020-01-04,Sat,FA Cup,Third round,Home,L 0–1,Brighton,Sheffield Weds,Y,RM,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
14,2020-01-11,Sat,Premier League,Matchweek 22,Away,L 0–1,Brighton,Everton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2020-01-21,Tue,Premier League,Matchweek 24,Away,L 1–3,Brighton,Bournemouth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2020-02-01,Sat,Premier League,Matchweek 25,Away,D 3–3,Brighton,West Ham,N,RB,19,0,0,0,0,0,0,0,0,27,5,1,0,0,0.0,0.0,0.0,0,0,13,20,65.0,94,15,27,0,0,225,0,0.0,12,16,75.0,1,3,33.3,0,0,0,0,4,14,6,0,0,0,1,0,0,0,0,8,3,9,1,11,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,40.0,2,1,2,0,0,,3,0,2,1,,0,0,17,15,88.2,2,1,0,0,0,0,2,2,0,100.0
18,2020-02-08,Sat,Premier League,Matchweek 26,Home,D 1–1,Brighton,Watford,Y,RB,72,0,0,0,0,2,0,1,0,54,6,1,0,0,0.1,0.1,0.0,0,0,32,42,76.2,172,32,169,0,1,569,0,,28,34,82.4,4,8,50.0,0,1,1,0,6,31,11,0,0,1,3,0,0,0,0,18,14,10,2,27,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,33.3,3,3,0,0,0,,4,0,2,3,0.0,0,0,35,30,85.7,1,0,0,2,0,0,6,2,2,50.0
