,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-10,Sat,Premier League,Matchweek 1,Away,W 3–0,Brighton,Watford,N,AM,27,1,0,0,0,1,1,0,0,10,5,1,0,1,0.1,0.1,0.0,0,0,3,4,75.0,0,5,36,1,2,35,0,0.0,3,3,100.0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,20.0,1,2,2,0,0,,0,0,1,1,50.0,1,0,13,6,46.2,2,0,0,0,0,0,2,0,1,0.0
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,D 1–1,Brighton,West Ham,N,FW,17,0,0,0,0,0,0,0,0,7,1,0,0,0,0.0,0.0,0.0,1,0,3,3,100.0,2,4,24,0,1,19,0,,3,3,100.0,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,1,0,0,,1,0,1,3,0.0,0,0,7,4,57.1,1,0,0,0,0,0,1,1,0,100.0
3,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 0–2,Brighton,Southampton,Y,"RM,FW,AM",29,0,0,0,0,0,0,0,1,12,1,1,0,0,0.0,0.0,0.0,0,0,2,5,40.0,18,8,91,1,1,23,0,,2,5,40.0,0,0,,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,2,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0.0,0,1,0,0,0,,0,0,1,3,100.0,1,0,13,6,46.2,2,2,0,2,0,0,4,1,2,33.3
4,2019-09-05,Thu,Euro Qualifying,Group stage,Home,L 1–2,ro Romania,es Spain,N,,35,1,0,0,0,1,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
5,2019-09-08,Sun,Euro Qualifying,Group stage,Home,W 1–0,ro Romania,mt Malta,Y,FW,90,0,0,0,0,2,2,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,
6,2019-09-18,Wed,Champions Lg,Group stage,Away,D 0–0,tr Galatasaray,be Club Brugge,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-22,Sun,Süper Lig,Matchweek 5,Away,D 1–1,Galatasaray,Yeni Mal'spor,Y,FW,83,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,
9,2019-10-01,Tue,Champions Lg,Group stage,Home,L 0–1,tr Galatasaray,fr Paris S-G,N,FW,27,0,0,0,0,0,0,0,0,9,10,0,0,1,0.0,0.0,0.0,0,0,4,8,50.0,6,4,0,0,0,50,0,0.0,4,7,57.1,0,0,,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,5,2,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20.0,0,9,1,0,1,,0,0,0,0,,0,0,16,8,50.0,0,0,0,2,0,0,0,1,1,50.0
10,2019-10-05,Sat,Süper Lig,Matchweek 7,Away,D 0–0,Galatasaray,Gençlerbirliği,Y,FW,85,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,
11,2019-10-12,Sat,Euro Qualifying,Group stage,Away,W 3–0,ro Romania,fo Faroe Islands,Y,FW,64,0,0,0,0,5,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
12,2019-10-15,Tue,Euro Qualifying,Group stage,Home,D 1–1,ro Romania,no Norway,N,,28,0,0,0,0,3,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
13,2019-10-18,Fri,Süper Lig,Matchweek 8,Home,W 3–2,Galatasaray,Sivasspor,Y,FW,90,2,0,1,1,6,3,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,
14,2019-10-22,Tue,Champions Lg,Group stage,Home,L 0–1,tr Galatasaray,es Real Madrid,Y,FW,90,0,0,0,0,7,2,0,0,33,24,0,0,1,0.5,0.5,0.0,1,0,12,18,66.7,5,20,71,1,2,173,0,0.0,11,13,84.6,1,1,100.0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,11,4,3,1,15,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,25.0,1,11,12,0,1,,1,0,1,9,50.0,1,1,43,27,62.8,2,0,0,0,0,0,2,5,6,45.5
15,2019-10-27,Sun,Süper Lig,Matchweek 9,Away,L 0–1,Galatasaray,Beşiktaş,Y,FW,90,0,0,0,0,3,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,
