,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
13,2019-10-19,Sat,Premier League,Matchweek 9,Home,W 1–0,Chelsea,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2019-10-23,Wed,Champions Lg,Group stage,Away,W 1–0,eng Chelsea,nl Ajax,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2019-10-26,Sat,Premier League,Matchweek 10,Away,W 4–2,Chelsea,Burnley,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2019-10-30,Wed,EFL Cup,Fourth round,Home,L 1–2,Chelsea,Manchester Utd,Y,GK,90,2,2,1,.500,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,2019-11-02,Sat,Premier League,Matchweek 11,Away,W 2–1,Chelsea,Watford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2019-11-05,Tue,Champions Lg,Group stage,Home,D 4–4,eng Chelsea,nl Ajax,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2019-11-09,Sat,Premier League,Matchweek 12,Home,W 2–0,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2019-11-23,Sat,Premier League,Matchweek 13,Away,L 1–2,Chelsea,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2019-11-27,Wed,Champions Lg,Group stage,Away,D 2–2,eng Chelsea,es Valencia,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2019-11-30,Sat,Premier League,Matchweek 14,Home,L 0–1,Chelsea,West Ham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Chelsea,Aston Villa,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2019-12-07,Sat,Premier League,Matchweek 16,Away,L 1–3,Chelsea,Everton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2019-12-10,Tue,Champions Lg,Group stage,Home,W 2–1,eng Chelsea,fr Lille,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2019-12-14,Sat,Premier League,Matchweek 17,Home,L 0–1,Chelsea,Bournemouth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2019-12-22,Sun,Premier League,Matchweek 18,Away,W 2–0,Chelsea,Tottenham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2019-12-26,Thu,Premier League,Matchweek 19,Home,L 0–2,Chelsea,Southampton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2019-12-29,Sun,Premier League,Matchweek 20,Away,W 2–1,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2020-01-01,Wed,Premier League,Matchweek 21,Away,D 1–1,Chelsea,Brighton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2020-01-05,Sun,FA Cup,Third round,Home,W 2–0,Chelsea,Nott'ham Forest,Y,GK,90,1,0,1,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
32,2020-01-11,Sat,Premier League,Matchweek 22,Home,W 3–0,Chelsea,Burnley,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2020-01-18,Sat,Premier League,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2020-01-21,Tue,Premier League,Matchweek 24,Home,D 2–2,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2020-01-25,Sat,FA Cup,Fourth round,Away,W 2–1,Chelsea,Hull City,Y,GK,90,2,1,1,.500,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
36,2020-02-01,Sat,Premier League,Matchweek 25,Away,D 2–2,Chelsea,Leicester City,Y,GK,90,4,2,2,.500,0,1.1,5,12,41.7,24,3,29.2,29.3,7,71.4,53.9,5,0,0.0,0,10.0,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,330,19,41,0,602,0,,17,100.0,6,14,42.9,0,0,0,0,0,24,7,0,0,1,0,0,0,0,0,16,1,14,5,22,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,1,0,30,0,,0,0,19,19,100.0,0,0
37,2020-02-17,Mon,Premier League,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd,Y,GK,90,3,2,1,.333,0,1.5,6,13,46.2,26,1,46.2,34.7,6,16.7,25.0,6,0,0.0,0,,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,370,21,55,0,649,0,,15,100.0,10,17,58.8,0,0,0,0,0,26,6,0,0,2,0,0,0,0,0,18,0,14,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,33,0,,0,0,25,25,100.0,0,0
38,2020-02-22,Sat,Premier League,Matchweek 27,Home,W 2–1,Chelsea,Tottenham,Y,GK,90,3,1,3,.667,0,0.3,5,22,22.7,29,4,69.0,44.4,4,50.0,40.0,3,0,0.0,2,13.6,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,368,25,44,0,474,0,,10,100.0,6,23,26.1,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,9,1,23,5,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,34,0,,0,0,18,18,100.0,0,0
39,2020-02-25,Tue,Champions Lg,Round of 16,Home,L 0–3,eng Chelsea,de Bayern Munich,Y,GK,90,6,3,3,.500,0,3.4,8,22,36.4,24,4,62.5,43.0,14,50.0,41.9,5,0,0.0,0,10.3,0,0,0,0,0,0,0,0,41,1,0,0,0,0.0,0.0,0.0,1,0,509,15,53,0,755,0,,12,100.0,12,26,46.2,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,12,1,25,3,29,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,40,0,,0,0,16,16,100.0,0,0
40,2020-02-29,Sat,Premier League,Matchweek 28,Away,D 2–2,Chelsea,Bournemouth,Y,GK,90,5,2,3,.600,0,3.0,7,12,58.3,24,2,33.3,32.7,5,80.0,49.4,4,0,0.0,0,16.0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,512,22,21,0,734,0,,13,100.0,11,16,68.8,0,0,0,0,0,22,7,2,0,0,0,0,0,0,0,14,1,14,4,23,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,29,0,,0,0,20,20,100.0,0,0
41,2020-03-03,Tue,FA Cup,Fifth round,Home,W 2–0,Chelsea,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2020-03-08,Sun,Premier League,Matchweek 29,Home,W 4–0,Chelsea,Everton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2020-06-21,Sun,Premier League,Matchweek 30,Away,W 2–1,Chelsea,Aston Villa,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2020-06-25,Thu,Premier League,Matchweek 31,Home,W 2–1,Chelsea,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2020-06-28,Sun,FA Cup,Quarter-finals,Away,W 1–0,Chelsea,Leicester City,Y,GK,90,3,0,3,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
46,2020-07-01,Wed,Premier League,Matchweek 32,Away,L 2–3,Chelsea,West Ham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2020-07-04,Sat,Premier League,Matchweek 33,Home,W 3–0,Chelsea,Watford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2020-07-07,Tue,Premier League,Matchweek 34,Away,W 3–2,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2020-07-11,Sat,Premier League,Matchweek 35,Away,L 0–3,Chelsea,Sheffield Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2020-07-14,Tue,Premier League,Matchweek 36,Home,W 1–0,Chelsea,Norwich City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2020-07-19,Sun,FA Cup,Semi-finals,Neutral,W 3–1,Chelsea,Manchester Utd,Y,GK,90,2,1,2,1.000,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
52,2020-07-22,Wed,Premier League,Matchweek 37,Away,L 3–5,Chelsea,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2020-07-26,Sun,Premier League,Matchweek 38,Home,W 2–0,Chelsea,Wolves,Y,GK,90,1,0,1,1.000,1,0.0,9,15,60.0,34,5,44.1,35.9,6,0.0,16.2,2,0,0.0,0,9.7,0,0,0,0,0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0,0,597,29,47,0,944,0,,17,100.0,16,23,69.6,0,0,0,0,0,33,7,1,0,0,0,0,0,0,0,21,3,16,11,24,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,40,0,,0,0,28,28,100.0,0,0
54,2020-08-01,Sat,FA Cup,Final,Neutral,L 1–2,Chelsea,Arsenal,Y,GK,90,2,2,1,.500,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
55,2020-08-08,Sat,Champions Lg,Round of 16,Away,L 1–4,eng Chelsea,de Bayern Munich,Y,GK,90,6,4,3,.500,0,3.3,7,13,53.8,31,7,32.3,32.9,10,30.0,30.8,9,0,0.0,1,12.7,0,0,0,0,0,0,1,0,43,1,0,0,0,0.0,0.0,0.0,0,0,575,20,76,0,882,0,,17,94.4,15,23,65.2,0,0,0,0,0,30,11,1,0,0,0,0,0,0,0,20,3,18,6,27,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,41,0,,0,0,21,21,100.0,0,0
