,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-10,Sat,Premier League,Matchweek 1,Away,L 0–3,Southampton,Burnley,N,"CM,CB",18,0,0,0,0,0,0,0,0,12,2,1,0,0,0.0,0.0,0.0,0,0,9,11,81.8,62,9,12,0,0,150,0,0.0,7,7,100.0,2,3,66.7,0,2,0,0,1,11,0,0,0,0,0,0,0,0,0,8,1,2,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,100.0,1,0,1,0,0,,0,1,0,0,,0,0,10,10,100.0,0,0,0,0,0,0,0,0,0,
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,L 1–2,Southampton,Liverpool,Y*,CM,90,0,0,0,0,3,1,0,0,55,25,1,1,3,0.1,0.1,0.0,2,0,31,44,70.5,108,36,69,2,3,654,0,0.0,21,29,72.4,10,14,71.4,0,2,1,0,4,42,2,2,0,4,1,0,0,0,0,21,10,13,6,32,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25.0,3,24.0,7,14,4,0,3,,2,0,2,1,66.7,3,0,39,33,84.6,1,0,0,2,0,0,13,0,1,0.0
3,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 2–0,Southampton,Brighton,Y*,"DM,CM",90,0,0,0,0,0,0,1,0,79,24,2,2,1,0.0,0.0,0.0,2,1,57,70,81.4,346,57,137,0,0,1088,1,100.0,43,50,86.0,13,19,68.4,0,3,0,0,5,69,1,1,0,2,1,0,0,0,0,43,10,17,12,51,5,0,1,0,2,2,0,0,0,1,0,0,0,0,0,1,2,0,0,1,50.0,1,29.2,6,11,7,0,1,,0,0,3,0,,0,0,63,57,90.5,3,2,0,4,0,0,13,1,1,50.0
4,2019-08-27,Tue,EFL Cup,Second round,Away,W 1–0,Southampton,Fulham,Y*,LB,90,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
5,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Southampton,Manchester Utd,Y*,DM,90,0,0,0,0,2,0,0,0,77,17,1,5,5,0.1,0.1,0.0,2,0,43,54,79.6,283,42,83,0,0,744,0,,37,45,82.2,6,9,66.7,1,5,0,0,5,52,2,2,0,1,0,0,0,0,0,37,7,10,5,45,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,2,35.3,2,9,6,0,5,,4,0,5,0,,0,0,45,43,95.6,2,3,0,1,0,0,15,2,1,66.7
6,2019-09-05,Thu,Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,DM,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,
7,2019-09-08,Sun,Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,DM,72,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
8,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 1–0,Southampton,Sheffield Utd,Y*,DM,90,0,0,0,0,0,0,0,0,82,19,1,1,3,0.0,0.0,0.1,3,0,47,67,70.1,227,52,161,2,2,746,1,25.0,40,46,87.0,6,17,35.3,3,6,0,0,2,65,2,2,0,0,3,0,0,0,0,45,8,14,14,45,6,0,1,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1,36.8,7,9,3,0,2,,4,0,5,1,100.0,2,0,57,54,94.7,2,3,0,1,0,0,15,1,1,50.0
9,2019-09-20,Fri,Premier League,Matchweek 6,Home,L 1–3,Southampton,Bournemouth,Y*,"DM,CM",90,0,0,0,0,3,1,0,0,100,22,4,1,2,0.3,0.3,0.0,2,1,72,87,82.8,463,70,168,0,0,1330,0,0.0,54,63,85.7,18,23,78.3,0,9,1,0,10,85,2,1,0,2,1,0,0,0,0,57,14,16,20,59,6,1,1,0,3,2,0,0,0,1,0,0,0,0,0,3,1,2,1,1,20.0,4,50.0,6,14,2,0,2,,2,0,2,6,,0,0,70,65,92.9,2,0,0,1,0,0,22,0,1,0.0
10,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Southampton,Portsmouth,Y*,CM,90,0,0,0,0,1,1,0,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,
11,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 1–2,Southampton,Tottenham,Y*,CM,90,0,0,0,0,3,1,0,0,88,14,0,0,2,0.1,0.1,0.0,2,0,72,80,90.0,288,58,152,1,2,1207,1,100.0,63,70,90.0,8,9,88.9,0,11,2,0,6,79,1,0,0,0,0,0,0,0,0,68,6,6,11,61,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,14.3,6,8,0,0,1,,1,0,3,2,50.0,1,0,73,68,93.2,1,0,0,3,0,0,16,3,1,75.0
