,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-14,Wed,Super Cup,UEFA Super Cup,Away,L 2 (4)–2 (5),eng Chelsea,eng Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019-08-19,Mon,PL2 — Div. 1,Matchweek 2,Home,W 3–0,Chelsea,Liverpool,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
4,2019-08-30,Fri,PL2 — Div. 1,Matchweek 4,Home,D 2–2,Chelsea,Tottenham,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
5,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 5–2,Chelsea,Wolves,Y,CB,45,0,0,0,0,1,0,0,0,46,3,2,1,0,0.0,0.0,0.0,0,0,32,38,84.2,142,35,73,0,0,681,0,0.0,23,23,100.0,9,14,64.3,0,4,1,0,2,37,1,1,0,1,0,0,0,0,0,30,3,5,4,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,100.0,0,0.0,2,1,0,0,0,,4,0,4,1,,0,0,36,36,100.0,0,2,0,0,0,0,2,1,0,100.0
7,2019-12-10,Tue,Champions Lg,Group stage,Home,W 2–1,eng Chelsea,fr Lille,Y,CB,90,0,0,0,0,0,0,0,0,78,5,1,1,0,0.0,0.0,0.0,1,0,61,69,88.4,356,55,118,0,0,1506,0,,32,37,86.5,29,32,90.6,1,1,1,0,2,68,1,1,0,1,0,0,0,0,0,48,9,12,15,46,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,20.0,3,2,0,0,0,,6,0,5,0,,0,0,55,55,100.0,0,0,0,0,0,0,12,2,4,33.3
8,2019-12-14,Sat,Premier League,Matchweek 17,Home,L 0–1,Chelsea,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,128,10,3,0,4,0.0,0.0,0.1,1,0,97,113,85.8,618,94,450,0,0,2439,0,,53,59,89.8,44,54,81.5,1,15,0,0,11,111,2,2,0,6,1,0,0,0,0,84,9,20,14,91,4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,50.0,1,10.0,8,2,0,0,2,,9,0,12,0,,0,0,90,90,100.0,0,0,0,0,0,0,21,6,1,85.7
9,2019-12-22,Sun,Premier League,Matchweek 18,Away,W 2–0,Chelsea,Tottenham,Y,CB,90,0,0,0,0,1,0,1,0,60,8,2,0,1,0.0,0.0,0.0,0,0,47,55,85.5,303,41,87,0,0,1033,1,50.0,32,34,94.1,14,19,73.7,0,4,0,0,1,55,0,0,0,3,0,0,0,0,0,34,8,13,7,44,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,100.0,0,0.0,5,2,1,0,1,,1,0,3,0,,0,0,49,48,98.0,0,0,0,1,0,0,8,2,2,50.0
10,2019-12-26,Thu,Premier League,Matchweek 19,Home,L 0–2,Chelsea,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,93,6,2,0,1,0.0,0.0,0.0,0,0,68,81,84.0,415,57,248,0,0,1526,1,50.0,42,46,91.3,25,33,75.8,0,6,0,0,1,76,5,2,0,7,0,0,0,0,0,53,16,12,7,62,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,33.3,2,33.3,4,2,0,0,1,,7,0,5,2,,0,0,54,53,98.1,1,0,0,2,0,0,23,7,3,70.0
11,2019-12-29,Sun,Premier League,Matchweek 20,Away,W 2–1,Chelsea,Arsenal,Y,CB,90,0,0,0,0,0,0,1,0,89,7,2,0,3,0.0,0.0,0.0,1,0,63,75,84.0,348,65,158,0,0,1716,0,0.0,28,32,87.5,35,42,83.3,0,7,0,0,3,74,1,1,0,10,0,0,0,0,0,51,10,14,7,66,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,100.0,0,28.6,1,6,0,0,3,,10,0,9,0,,0,0,66,65,98.5,0,0,0,2,0,0,9,2,2,50.0
12,2020-01-01,Wed,Premier League,Matchweek 21,Away,D 1–1,Chelsea,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,71,16,5,0,2,0.0,0.0,0.0,0,0,49,61,80.3,469,46,137,0,0,1238,0,0.0,29,34,85.3,20,26,76.9,0,3,0,0,1,61,0,0,0,3,0,0,0,0,0,34,14,13,10,47,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1,50.0,1,43.8,10,6,0,0,1,,5,0,22,0,,0,0,47,47,100.0,0,1,0,2,0,0,12,3,1,75.0
13,2020-01-05,Sun,FA Cup,Third round,Home,W 2–0,Chelsea,Nott'ham Forest,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2020-01-11,Sat,Premier League,Matchweek 22,Home,W 3–0,Chelsea,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,83,9,2,1,0,0.0,0.0,0.0,0,0,66,71,93.0,342,63,255,0,0,1404,0,,47,48,97.9,19,23,82.6,0,3,0,0,2,71,0,0,0,2,0,0,0,0,0,54,10,7,19,52,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,100.0,0,55.6,7,2,0,0,0,,10,0,12,0,,0,0,61,61,100.0,0,0,0,1,0,0,9,4,1,80.0
15,2020-01-18,Sat,Premier League,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd,Y,CB,90,0,0,0,0,1,0,0,0,78,8,0,0,1,0.2,0.2,0.0,0,0,62,71,87.3,355,54,244,0,0,1256,0,0.0,46,50,92.0,16,20,80.0,0,6,0,0,7,71,0,0,0,1,0,0,0,0,0,55,8,8,15,48,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,25.0,6,1,1,0,1,,4,0,3,1,,0,0,55,54,98.2,0,0,0,0,0,0,18,2,2,50.0
16,2020-01-21,Tue,Premier League,Matchweek 24,Home,D 2–2,Chelsea,Arsenal,Y,CB,90,0,0,0,0,2,1,0,0,81,6,1,0,2,0.0,0.0,0.2,1,0,68,72,94.4,543,58,257,0,0,1616,2,100.0,38,40,95.0,28,30,93.3,1,8,0,0,7,70,2,2,0,3,0,0,0,0,0,56,5,11,13,54,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,33.3,4,2,0,0,2,,4,0,6,2,,0,0,61,61,100.0,0,0,0,1,0,0,11,3,0,100.0
18,2020-02-01,Sat,Premier League,Matchweek 25,Away,D 2–2,Chelsea,Leicester City,Y,CB,90,2,0,0,0,2,2,0,0,80,5,1,0,5,0.1,0.1,0.0,0,0,55,67,82.1,363,47,135,0,0,1367,1,100.0,30,35,85.7,24,31,77.4,0,4,0,0,4,64,3,3,0,4,0,0,0,0,0,46,5,16,19,45,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0.0,4,1,0,0,3,,5,0,12,3,,0,0,54,53,98.1,0,0,0,1,0,0,13,4,2,66.7
19,2020-02-17,Mon,Premier League,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd,Y,CB,90,0,0,0,0,1,0,1,0,63,7,3,0,2,0.0,0.0,0.0,0,0,47,55,85.5,217,36,112,0,0,1061,1,50.0,32,35,91.4,14,18,77.8,0,3,0,0,0,53,2,2,0,2,0,0,0,0,0,40,4,11,17,35,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,100.0,0,57.1,5,2,0,0,0,,3,0,11,1,,0,0,43,43,100.0,0,0,0,1,0,0,11,3,1,75.0
20,2020-02-22,Sat,Premier League,Matchweek 27,Home,W 2–1,Chelsea,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,61,9,1,1,2,0.0,0.0,0.0,1,0,45,51,88.2,165,44,59,0,0,996,0,,28,29,96.6,17,22,77.3,0,2,0,0,0,49,2,1,0,3,0,0,0,0,0,38,5,8,14,33,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1,44.4,5,4,0,0,2,,5,0,5,0,,0,0,42,41,97.6,0,1,0,1,0,0,8,1,1,50.0
21,2020-02-25,Tue,Champions Lg,Round of 16,Home,L 0–3,eng Chelsea,de Bayern Munich,Y,CB,90,0,0,0,0,0,0,0,0,55,9,2,2,2,0.0,0.0,0.0,1,0,38,47,80.9,292,31,86,0,0,919,0,0.0,21,23,91.3,17,22,77.3,0,1,0,0,2,45,2,1,0,1,0,0,0,0,0,29,8,10,10,33,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,1,22.2,6,3,0,0,2,,3,0,13,0,,0,0,37,37,100.0,0,0,0,0,0,0,6,2,4,33.3
22,2020-02-29,Sat,Premier League,Matchweek 28,Away,D 2–2,Chelsea,Bournemouth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2020-03-03,Tue,FA Cup,Fifth round,Home,W 2–0,Chelsea,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
24,2020-03-08,Sun,Premier League,Matchweek 29,Home,W 4–0,Chelsea,Everton,Y,CB,90,0,0,0,0,1,0,0,0,82,5,2,0,0,0.0,0.0,0.0,1,0,65,72,90.3,378,53,70,0,0,1674,1,33.3,33,35,94.3,31,34,91.2,0,1,0,0,1,71,1,1,0,3,0,0,0,0,0,55,11,6,10,57,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,100.0,0,80.0,3,2,0,0,0,,7,0,19,2,,0,0,63,63,100.0,0,0,0,0,0,0,10,3,0,100.0
25,2020-06-21,Sun,Premier League,Matchweek 30,Away,W 2–1,Chelsea,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,111,8,2,0,0,0.0,0.0,0.0,0,0,97,105,92.4,592,77,235,0,0,2303,0,,58,61,95.1,39,44,88.6,0,13,0,0,7,102,3,2,0,1,0,0,0,0,0,82,7,16,21,80,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,,0,50.0,5,3,0,0,0,,3,0,9,0,,0,0,93,93,100.0,1,0,0,2,0,0,10,2,2,50.0
26,2020-06-25,Thu,Premier League,Matchweek 31,Home,W 2–1,Chelsea,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,53,5,0,0,0,0.0,0.0,0.0,0,0,42,46,91.3,423,32,50,0,0,1037,0,,24,25,96.0,18,21,85.7,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,34,5,7,6,37,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,80.0,5,0,0,0,0,,6,0,18,0,,0,0,42,42,100.0,0,0,0,0,0,0,5,1,0,100.0
27,2020-06-28,Sun,FA Cup,Quarter-finals,Away,W 1–0,Chelsea,Leicester City,Y,CB,90,0,0,0,0,1,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
28,2020-07-01,Wed,Premier League,Matchweek 32,Away,L 2–3,Chelsea,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,106,14,5,0,2,0.0,0.0,0.0,0,0,90,96,93.8,586,74,333,0,0,2036,0,,60,64,93.8,30,32,93.8,0,12,0,0,7,92,4,3,0,3,0,0,0,0,0,71,16,9,17,72,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,3,100.0,0,35.7,8,6,0,0,1,,6,1,14,0,,0,0,75,75,100.0,0,0,0,1,0,0,15,4,2,66.7
29,2020-07-04,Sat,Premier League,Matchweek 33,Home,W 3–0,Chelsea,Watford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2020-07-07,Tue,Premier League,Matchweek 34,Away,W 3–2,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2020-07-11,Sat,Premier League,Matchweek 35,Away,L 0–3,Chelsea,Sheffield Utd,N,CB,45,0,0,0,0,1,0,0,0,63,4,0,0,0,0.1,0.1,0.1,2,0,50,57,87.7,434,46,155,0,0,1310,0,,22,26,84.6,28,31,90.3,1,6,1,0,4,56,1,0,0,0,0,0,0,0,0,39,7,11,6,45,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,75.0,3,1,0,0,0,,5,1,6,1,,0,0,49,48,98.0,0,0,0,0,0,0,8,4,4,50.0
34,2020-07-14,Tue,Premier League,Matchweek 36,Home,W 1–0,Chelsea,Norwich City,Y,CB,90,0,0,0,0,1,0,0,0,136,6,1,0,0,0.0,0.0,0.0,2,0,121,131,92.4,840,113,509,0,0,3043,0,,71,73,97.3,50,58,86.2,1,16,3,1,11,130,1,1,0,5,2,0,0,0,0,103,5,23,25,100,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,83.3,2,4,0,0,0,,1,0,3,1,,0,0,119,119,100.0,0,0,0,0,0,0,12,3,1,75.0
35,2020-07-19,Sun,FA Cup,Semi-finals,Neutral,W 3–1,Chelsea,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,
