,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-10,Sat,Premier League,Matchweek 1,Away,W 3–0,Brighton,Watford,Y,AM,90,0,0,0,0,0,0,0,0,51,15,2,0,1,0.0,0.0,0.0,2,1,32,44,72.7,187,30,34,0,0,566,2,33.3,22,26,84.6,8,12,66.7,0,2,3,0,8,39,5,2,0,3,3,2,1,0,1,31,5,8,12,31,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.0,2,40.0,3,6,6,0,1,,1,0,0,2,,0,0,41,34,82.9,2,0,0,1,0,0,7,0,0,
2,2019-08-17,Sat,Premier League,Matchweek 2,Home,D 1–1,Brighton,West Ham,Y,RW,66,0,0,0,0,1,0,0,0,55,31,3,0,4,0.0,0.0,0.5,7,0,33,40,82.5,273,33,39,0,1,672,0,0.0,26,28,92.9,7,9,77.8,5,3,2,0,9,34,6,2,0,4,1,3,2,1,0,21,8,11,3,33,2,0,0,1,0,4,2,0,0,0,0,0,0,0,0,3,0,3,0,1,25.0,3,25.8,3,24,4,0,4,,0,0,0,3,0.0,0,0,54,37,68.5,4,0,0,1,0,0,3,2,2,50.0
3,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 0–2,Brighton,Southampton,N,DM,13,0,0,0,0,0,0,0,0,20,2,0,0,0,0.0,0.0,0.0,1,0,15,18,83.3,94,17,56,1,2,340,0,,10,10,100.0,5,8,62.5,1,1,0,0,3,15,3,2,0,3,0,1,0,1,0,10,3,5,5,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0,0,2,0,0,,0,0,0,0,50.0,1,0,14,14,100.0,1,0,0,0,0,0,3,0,0,
4,2019-08-27,Tue,EFL Cup,Second round,Away,W 2–1,Brighton,Bristol Rovers,Y,CM,90,0,0,0,0,2,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,
5,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 0–4,Brighton,Manchester City,N,RW,17,0,0,0,0,0,0,0,0,14,7,0,0,1,0.0,0.0,0.0,0,0,7,12,58.3,10,8,19,0,0,103,0,,7,9,77.8,0,3,0.0,0,0,0,0,0,11,1,0,0,0,2,1,1,0,0,7,1,4,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14.3,1,2,4,0,1,,0,0,0,2,,0,0,13,11,84.6,1,0,0,1,0,0,1,0,0,
6,2019-09-14,Sat,Premier League,Matchweek 5,Home,D 1–1,Brighton,Burnley,Y,RW,90,0,0,0,0,2,0,0,0,73,18,3,0,0,0.1,0.1,0.4,8,0,45,63,71.4,321,54,115,1,2,790,1,20.0,36,44,81.8,8,14,57.1,8,5,5,1,13,59,4,1,1,3,6,3,0,1,2,29,26,8,8,51,0,0,2,1,1,6,2,0,0,0,0,0,0,0,0,2,0,3,0,1,100.0,0,27.8,4,12,2,0,0,,0,0,0,8,50.0,1,0,74,56,75.7,1,1,0,0,0,0,7,2,3,40.0
7,2019-09-21,Sat,Premier League,Matchweek 6,Away,D 0–0,Brighton,Newcastle Utd,Y,"RW,AM",80,0,0,0,0,2,0,0,0,63,16,0,0,2,0.0,0.0,0.3,4,0,40,56,71.4,151,46,98,1,2,696,1,25.0,31,41,75.6,8,11,72.7,3,2,1,0,5,52,4,2,1,1,3,2,0,0,2,35,11,10,11,43,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,56.3,2,6,8,0,2,,0,0,0,3,50.0,1,0,65,51,78.5,1,1,0,1,0,0,5,0,2,0.0
9,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 0–2,Brighton,Chelsea,Y,RW,90,0,0,0,0,2,0,0,0,53,36,2,0,0,0.1,0.1,0.3,3,0,28,42,66.7,174,34,77,0,0,548,2,40.0,20,24,83.3,6,13,46.2,2,2,1,0,5,38,4,2,0,2,3,2,1,1,0,24,7,11,6,33,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,50.0,1,22.2,7,17,12,0,0,,2,0,3,2,,0,0,55,40,72.7,1,0,0,1,0,0,2,2,2,50.0
10,2019-10-05,Sat,Premier League,Matchweek 8,Home,W 3–0,Brighton,Tottenham,Y,"RM,FW",90,0,0,0,0,3,1,0,0,65,10,1,2,1,0.2,0.2,0.2,6,0,49,60,81.7,415,55,148,2,2,992,1,33.3,35,38,92.1,13,19,68.4,3,6,5,3,15,57,3,0,0,4,6,2,0,2,0,38,9,13,12,46,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,100.0,0,30.0,3,4,3,0,0,,0,0,0,3,100.0,2,1,59,49,83.1,0,0,0,0,0,0,8,0,2,0.0
11,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 1–2,Brighton,Aston Villa,Y,"RM,RW",90,0,1,0,0,3,1,0,0,66,15,2,2,2,0.1,0.1,0.3,8,1,43,55,78.2,194,44,205,3,3,793,0,0.0,37,42,88.1,6,12,50.0,5,4,1,0,6,49,6,2,0,4,4,4,2,2,0,33,12,10,10,41,1,0,1,0,0,5,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0.0,1,20.0,10,4,1,0,2,,0,0,0,6,100.0,3,0,61,46,75.4,0,2,0,1,0,0,6,2,1,66.7
12,2019-10-26,Sat,Premier League,Matchweek 10,Home,W 3–2,Brighton,Everton,Y,LM,64,1,0,0,0,1,1,0,0,41,8,0,0,1,0.1,0.1,0.0,2,1,19,31,61.3,103,29,33,0,1,294,0,0.0,17,19,89.5,2,11,18.2,0,0,1,0,4,30,1,1,0,0,1,0,0,0,0,21,4,6,7,23,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,37.5,2,3,3,0,1,,0,0,0,1,0.0,0,0,40,30,75.0,2,3,0,0,0,0,6,0,1,0.0
13,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 2–0,Brighton,Norwich City,Y,RM,58,0,0,0,0,1,0,0,0,48,10,1,0,2,0.1,0.1,0.1,4,0,30,41,73.2,187,31,28,0,0,636,0,0.0,22,26,84.6,8,12,66.7,2,2,1,1,7,34,7,1,0,3,3,6,0,4,0,29,2,10,6,35,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1,50.0,2,4,4,0,2,,1,0,0,4,,0,0,42,33,78.6,1,1,0,1,0,0,4,0,0,
14,2019-11-10,Sun,Premier League,Matchweek 12,Away,L 1–3,Brighton,Manchester Utd,N,CM,32,0,1,0,0,1,1,0,0,25,9,0,0,1,0.1,0.1,0.2,1,1,16,22,72.7,77,18,20,0,0,289,0,0.0,11,13,84.6,5,8,62.5,1,0,0,0,2,21,1,0,0,0,2,1,1,0,0,15,2,5,3,18,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,11.1,0,6,3,0,1,,0,0,0,1,,0,0,27,20,74.1,0,0,0,0,0,0,2,0,1,0.0
15,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 0–2,Brighton,Leicester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2019-11-30,Sat,Premier League,Matchweek 14,Away,L 1–2,Brighton,Liverpool,Y,RW,90,0,0,0,0,1,1,0,0,58,30,0,1,0,0.0,0.0,0.3,3,0,41,50,82.0,152,35,38,0,0,729,1,50.0,32,37,86.5,8,11,72.7,2,3,0,0,4,46,4,0,0,2,2,2,1,1,0,32,6,12,13,33,2,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,13.3,9,13,8,0,0,,1,0,1,2,,0,0,61,45,73.8,4,1,0,2,0,0,7,1,1,50.0
17,2019-12-05,Thu,Premier League,Matchweek 15,Away,W 2–1,Brighton,Arsenal,Y,"AM,FW",79,0,0,0,0,1,0,1,0,54,22,2,0,1,0.1,0.1,0.5,7,0,32,46,69.6,292,32,87,1,1,644,0,0.0,24,28,85.7,8,17,47.1,6,2,0,0,7,32,14,5,0,3,3,9,0,2,6,25,2,19,9,35,1,0,0,0,3,2,5,0,0,0,0,0,0,0,0,1,0,1,1,1,50.0,1,9.1,2,16,4,0,1,,0,0,0,4,100.0,1,0,33,28,84.8,0,2,0,2,0,0,6,1,2,33.3
18,2019-12-08,Sun,Premier League,Matchweek 16,Home,D 2–2,Brighton,Wolves,Y,RW,67,0,0,0,0,1,0,0,0,35,12,1,0,0,0.2,0.2,0.1,2,0,19,30,63.3,106,23,41,0,0,351,0,0.0,17,19,89.5,2,10,20.0,2,0,1,0,3,24,6,2,0,4,2,3,1,2,0,17,4,9,5,24,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,2,41.7,2,7,3,0,0,,1,0,1,1,,0,0,39,25,64.1,1,0,0,0,0,0,3,1,2,33.3
19,2019-12-16,Mon,Premier League,Matchweek 17,Away,D 1–1,Brighton,Crystal Palace,Y,AM,89,0,1,0,0,1,1,0,0,54,19,2,0,0,0.0,0.0,0.6,4,1,38,49,77.6,126,40,80,0,0,722,0,0.0,31,32,96.9,7,14,50.0,4,2,0,0,5,40,9,2,0,5,3,7,0,3,2,30,8,11,9,40,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,1,1,0,,0,42.1,1,6,12,0,0,,0,0,0,2,,0,0,61,41,67.2,1,0,0,3,0,0,2,0,4,0.0
20,2019-12-21,Sat,Premier League,Matchweek 18,Home,L 0–1,Brighton,Sheffield Utd,Y,AM,45,0,0,0,0,0,0,0,0,25,12,0,0,0,0.0,0.0,0.0,2,0,17,24,70.8,14,22,42,0,0,263,0,,15,16,93.8,2,8,25.0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,12,3,9,3,20,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,25.0,2,6,4,0,0,,0,0,0,0,,0,0,31,23,74.2,0,0,0,0,0,0,2,0,1,0.0
21,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 1–2,Brighton,Tottenham,Y,AM,90,0,1,0,0,3,2,1,0,62,15,1,0,3,0.1,0.1,0.2,4,1,32,46,69.6,215,37,44,0,0,627,0,0.0,25,29,86.2,7,16,43.8,3,4,1,0,7,40,6,4,0,2,2,2,1,1,0,26,9,11,5,41,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0.0,1,40.0,2,8,5,0,3,,0,0,1,0,,0,0,52,43,82.7,1,5,0,2,0,0,7,0,1,0.0
22,2019-12-28,Sat,Premier League,Matchweek 20,Home,W 2–0,Brighton,Bournemouth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2020-01-01,Wed,Premier League,Matchweek 21,Home,D 1–1,Brighton,Chelsea,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2020-01-04,Sat,FA Cup,Third round,Home,L 0–1,Brighton,Sheffield Weds,Y,FW,90,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,
25,2020-01-11,Sat,Premier League,Matchweek 22,Away,L 0–1,Brighton,Everton,N,"RW,RM,WB",29,0,0,0,0,0,0,0,0,19,6,1,0,2,0.0,0.0,0.2,1,0,10,15,66.7,78,11,18,0,0,240,0,,6,8,75.0,4,7,57.1,1,1,0,0,3,13,2,0,0,1,0,2,0,1,1,7,2,6,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,100.0,0,16.7,2,2,2,0,2,,0,0,0,2,,0,0,11,9,81.8,1,0,0,0,0,0,4,1,0,100.0
26,2020-01-18,Sat,Premier League,Matchweek 23,Home,D 1–1,Brighton,Aston Villa,N,RW,10,0,0,0,0,0,0,0,0,10,1,1,0,0,0.0,0.0,0.0,2,0,7,8,87.5,63,6,7,0,0,174,0,,5,6,83.3,2,2,100.0,1,0,0,0,2,5,3,2,0,1,1,1,1,0,0,4,1,3,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0.0,0,0,1,0,0,,0,0,0,0,,0,0,6,6,100.0,1,0,0,0,0,0,0,0,1,0.0
27,2020-01-21,Tue,Premier League,Matchweek 24,Away,L 1–3,Brighton,Bournemouth,Y,FW,59,0,0,0,0,2,0,0,0,40,16,0,0,0,0.1,0.1,0.1,3,0,25,33,75.8,190,29,55,0,0,661,0,0.0,17,18,94.4,8,13,61.5,1,4,4,1,9,30,3,1,0,4,2,2,1,0,1,19,3,11,6,25,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,31.3,4,5,7,0,0,,1,0,1,0,,0,0,43,33,76.7,2,2,0,2,0,0,3,1,0,100.0
28,2020-02-01,Sat,Premier League,Matchweek 25,Away,D 3–3,Brighton,West Ham,Y,RW,90,1,0,0,0,2,1,0,0,72,12,3,1,0,0.5,0.5,0.5,10,1,51,62,82.3,247,48,86,1,1,995,0,,40,45,88.9,11,17,64.7,4,3,6,2,9,51,11,2,0,3,4,6,3,2,0,43,6,13,13,48,0,0,0,0,0,7,1,1,0,0,0,0,0,0,1,0,1,1,1,1,50.0,1,8.3,5,3,4,0,0,,2,0,0,3,100.0,1,0,60,51,85.0,1,1,0,2,0,0,4,1,1,50.0
29,2020-02-08,Sat,Premier League,Matchweek 26,Home,D 1–1,Brighton,Watford,Y,AM,60,0,0,0,0,0,0,0,0,50,3,1,1,0,0.0,0.0,0.0,0,0,39,45,86.7,197,40,56,0,0,806,0,,29,29,100.0,10,16,62.5,0,5,0,0,5,43,2,1,0,2,1,1,1,0,0,26,6,13,7,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,33.3,1,1,1,0,0,,0,0,0,1,,0,0,42,39,92.9,1,1,0,0,0,0,7,0,2,0.0
30,2020-02-22,Sat,Premier League,Matchweek 27,Away,D 1–1,Brighton,Sheffield Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
