,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-10,Sat,Premier League,Matchweek 1,Home,D 1–1,Bournemouth,Sheffield Utd,Y,AM,90,0,0,0,0,1,0,0,0,40,24,0,0,1,0.0,0.0,0.0,1,0,14,24,58.3,55,31,65,3,8,194,2,50.0,10,17,58.8,2,3,66.7,1,1,0,0,2,23,1,0,0,0,0,0,0,0,0,17,5,2,2,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,25.0,3,12,9,0,1,,0,0,0,4,37.5,5,0,53,29,54.7,3,5,0,1,0,0,9,3,2,60.0
2,2019-08-17,Sat,Premier League,Matchweek 2,Away,W 2–1,Bournemouth,Aston Villa,Y,"AM,RM",90,1,0,1,1,1,0,0,0,45,25,1,1,4,0.8,0.0,0.0,1,0,20,28,71.4,68,33,117,1,2,309,1,33.3,17,22,77.3,2,3,66.7,0,1,2,0,3,28,0,0,0,0,1,0,0,0,0,21,3,4,2,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,24.0,3,14,8,0,3,,0,0,0,7,50.0,1,0,47,32,68.1,2,5,0,2,0,0,5,3,4,42.9
3,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 1–3,Bournemouth,Manchester City,Y,"LW,RW",90,0,0,0,0,1,1,0,0,37,34,4,0,0,0.0,0.0,0.1,2,0,11,18,61.1,36,33,217,3,6,196,0,0.0,9,13,69.2,2,3,66.7,1,0,0,0,1,18,0,0,0,0,0,0,0,0,0,10,3,5,1,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,2,0,,0,35.3,6,13,15,0,0,,0,0,2,6,50.0,3,0,38,26,68.4,8,4,0,1,0,0,6,3,1,75.0
4,2019-08-28,Wed,EFL Cup,Second round,Home,W 0 (3)–0 (0),Bournemouth,FG Rovers,N,,61,0,0,0,0,5,3,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
5,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 1–3,Bournemouth,Leicester City,Y,"FW,AM",78,0,0,0,0,0,0,0,0,30,19,1,0,1,0.0,0.0,0.1,2,0,13,18,72.2,22,23,126,1,2,186,0,0.0,12,16,75.0,1,1,100.0,2,1,0,0,1,16,2,0,0,0,0,0,0,0,0,10,3,5,1,13,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,21.1,3,7,9,0,1,,0,0,1,2,50.0,1,0,34,22,64.7,3,5,0,2,0,0,4,3,7,30.0
6,2019-09-05,Thu,Euro Qualifying,Group stage,Home,W 2–0,no Norway,mt Malta,Y,FW,57,1,0,1,1,3,3,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
7,2019-09-08,Sun,Euro Qualifying,Group stage,Away,D 1–1,no Norway,se Sweden,Y,FW,90,0,0,0,0,4,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,
8,2019-09-15,Sun,Premier League,Matchweek 5,Home,W 3–1,Bournemouth,Everton,Y,LM,90,0,1,0,0,2,0,0,0,46,23,3,1,1,0.5,0.5,0.1,9,3,12,21,57.1,49,40,385,4,9,180,0,0.0,10,15,66.7,2,4,50.0,2,0,0,0,2,19,2,1,0,0,1,1,0,0,0,11,5,5,4,14,0,0,0,0,0,4,0,2,2,0,0,1,1,1,0,1,2,1,0,1,25.0,3,21.7,6,13,4,0,1,,1,0,1,3,44.4,4,0,45,29,64.4,4,4,0,0,0,0,10,4,1,80.0
9,2019-09-20,Fri,Premier League,Matchweek 6,Away,W 3–1,Bournemouth,Southampton,Y,LM,89,0,0,0,0,1,0,0,0,36,25,1,0,1,0.0,0.0,0.0,2,1,9,18,50.0,17,38,282,8,13,99,1,16.7,8,12,66.7,0,0,,0,0,0,0,1,18,0,0,0,0,1,0,0,0,0,11,5,2,3,14,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,,0,20.0,5,11,9,0,1,,1,0,0,4,61.5,8,0,44,24,54.5,3,4,0,1,0,0,7,2,3,40.0
11,2019-09-28,Sat,Premier League,Matchweek 7,Home,D 2–2,Bournemouth,West Ham,Y,"LM,RM",90,1,1,0,0,1,1,0,0,39,14,1,0,1,0.4,0.4,0.2,1,1,19,28,67.9,79,33,200,2,7,258,0,0.0,18,25,72.0,1,2,50.0,1,3,0,0,4,27,1,0,1,0,0,0,0,0,0,20,5,3,1,25,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,1,0.0,2,8,4,0,0,,0,0,0,5,28.6,2,0,50,28,56.0,2,0,0,2,0,0,7,1,4,20.0
