,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-11,Sun,Premier League,Matchweek 1,Home,L 0–1,Newcastle Utd,Arsenal,Y,GK,90,2,1,1,.500,0,0.8,12,20,60.0,17,1,76.5,51.7,7,100.0,73.7,4,0,0.0,1,16.4,0,0,0,0,0,0,0,0,25,1,0,0,0,0.0,0.0,0.0,1,0,726,12,20,0,864,0,,1,100.0,15,23,65.2,0,2,0,0,1,14,10,3,0,3,0,0,0,0,0,4,0,20,0,22,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,20,0,,0,0,10,10,100.0,0,0
2,2019-08-17,Sat,Premier League,Matchweek 2,Away,L 1–3,Newcastle Utd,Norwich City,Y,GK,90,8,3,5,.625,0,2.2,5,16,31.3,19,4,52.6,43.9,6,100.0,67.0,6,1,16.7,1,15.5,0,0,0,0,0,0,0,0,27,0,0,0,0,0.0,0.0,0.0,0,0,305,12,49,0,478,0,,4,100.0,10,21,47.6,0,0,0,0,0,17,8,2,0,0,0,0,0,0,0,9,1,15,2,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,23,0,,0,0,9,9,100.0,0,0
3,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 1–0,Newcastle Utd,Tottenham,Y,GK,90,2,0,2,1.000,1,0.1,5,22,22.7,16,2,93.8,60.6,7,100.0,71.4,19,0,0.0,0,8.5,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,283,6,47,0,355,0,,1,100.0,5,22,22.7,0,2,0,0,0,10,13,6,0,2,0,0,0,0,0,1,0,22,0,15,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,21,0,,0,0,2,2,100.0,0,0
4,2019-08-28,Wed,EFL Cup,Second round,Home,L 1 (2)–1 (4),Newcastle Utd,Leicester City,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Newcastle Utd,Watford,Y,GK,90,3,1,2,.667,0,1.3,2,15,13.3,9,2,44.4,38.7,12,91.7,67.0,2,0,0.0,0,11.0,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,139,6,14,0,217,0,,4,100.0,3,17,17.6,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,5,1,15,1,18,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,7,7,100.0,0,0
6,2019-09-06,Fri,Euro Qualifying,Group stage,Home,L 0–4,sk Slovakia,hr Croatia,Y,GK,90,9,4,5,.556,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-09,Mon,Euro Qualifying,Group stage,Away,W 2–1,sk Slovakia,hu Hungary,Y,GK,90,7,1,6,.857,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 1–3,Newcastle Utd,Liverpool,Y,GK,90,8,3,5,.625,0,3.8,6,22,27.3,15,3,73.3,52.9,13,84.6,62.1,16,1,6.3,0,11.0,0,0,0,0,0,0,0,0,34,1,0,0,1,0.0,0.0,0.0,1,0,428,8,24,0,535,0,,2,100.0,10,26,38.5,0,0,0,0,0,10,18,5,0,0,0,0,0,0,0,5,1,22,3,21,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,1,,0,1,28,0,,0,0,4,4,100.0,1,0
9,2019-09-21,Sat,Premier League,Matchweek 6,Home,D 0–0,Newcastle Utd,Brighton,Y,GK,90,2,0,2,1.000,1,0.6,5,20,25.0,19,3,63.2,52.9,10,80.0,59.3,13,1,7.7,0,7.3,0,0,0,0,0,0,0,0,30,1,0,0,0,0.0,0.0,0.0,0,0,363,13,31,0,566,0,,3,100.0,11,26,42.3,0,0,0,0,0,15,14,4,0,0,0,0,0,0,0,9,1,19,1,23,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,0,0,0,0,,0,0,26,0,,0,0,10,10,100.0,0,0
10,2019-09-29,Sun,Premier League,Matchweek 7,Away,L 0–5,Newcastle Utd,Leicester City,Y,GK,90,5,5,1,.000,0,2.7,9,15,60.0,16,4,50.0,45.1,8,87.5,57.8,15,0,0.0,0,11.3,0,0,0,0,0,0,0,0,26,0,0,0,1,0.0,0.0,0.0,0,0,505,8,38,0,741,0,,4,100.0,13,20,65.0,0,0,0,0,0,11,13,5,0,0,0,0,0,0,0,8,1,15,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,1,,0,0,23,0,,0,0,6,6,100.0,0,0
11,2019-10-06,Sun,Premier League,Matchweek 8,Home,W 1–0,Newcastle Utd,Manchester Utd,Y,GK,90,2,0,2,1.000,1,0.4,9,21,42.9,16,4,68.8,46.2,10,100.0,71.7,12,3,25.0,1,36.0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,578,10,42,0,694,0,,3,100.0,11,23,47.8,0,0,0,0,0,13,13,3,0,2,0,0,0,0,0,4,0,22,2,17,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,25,0,,0,0,5,5,100.0,1,0
12,2019-10-10,Thu,Euro Qualifying,Group stage,Home,D 1–1,sk Slovakia,wal Wales,Y,GK,90,6,1,5,.833,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
13,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 0–1,Newcastle Utd,Chelsea,Y,GK,90,7,1,6,.857,0,1.0,10,22,45.5,17,3,64.7,49.4,11,100.0,69.7,9,1,11.1,1,18.8,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,672,9,52,0,807,0,0.0,2,100.0,13,25,52.0,0,2,0,0,1,13,15,4,0,2,0,0,0,0,0,4,1,23,1,24,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,5,5,100.0,1,0
14,2019-10-27,Sun,Premier League,Matchweek 10,Home,D 1–1,Newcastle Utd,Wolves,Y,GK,90,5,1,4,.800,0,1.2,9,18,50.0,24,1,45.8,42.1,8,87.5,61.6,12,0,0.0,0,7.8,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,662,14,48,0,854,0,,8,100.0,15,24,62.5,0,1,0,0,0,18,14,6,0,1,0,0,0,0,0,13,0,19,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,32,0,,0,0,11,11,100.0,0,0
15,2019-11-02,Sat,Premier League,Matchweek 11,Away,W 3–2,Newcastle Utd,West Ham,Y,GK,90,6,2,4,.667,0,2.2,9,26,34.6,17,2,88.2,58.0,11,100.0,65.5,20,0,0.0,1,12.5,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,478,9,66,0,605,0,,1,50.0,9,26,34.6,0,1,0,0,0,15,13,2,0,2,0,0,0,0,0,1,0,27,2,18,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,26,0,,0,0,3,3,100.0,0,0
16,2019-11-09,Sat,Premier League,Matchweek 12,Home,W 2–1,Newcastle Utd,Bournemouth,Y,GK,90,3,1,2,.667,0,1.5,9,19,47.4,24,6,54.2,45.4,7,85.7,69.9,13,2,15.4,1,14.3,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,698,12,44,0,944,0,,7,100.0,14,24,58.3,0,1,0,0,0,18,13,6,0,1,0,0,0,0,0,9,3,19,0,22,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,7,7,100.0,0,0
17,2019-11-16,Sat,Euro Qualifying,Group stage,Away,L 1–3,sk Slovakia,hr Croatia,Y,GK,90,13,3,10,.769,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
18,2019-11-19,Tue,Euro Qualifying,Group stage,Home,W 2–0,sk Slovakia,az Azerbaijan,Y,GK,90,1,0,1,1.000,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
19,2019-11-25,Mon,Premier League,Matchweek 13,Away,L 0–2,Newcastle Utd,Aston Villa,Y,GK,90,8,2,6,.750,0,2.7,12,18,66.7,26,7,42.3,37.2,10,70.0,56.6,12,1,8.3,1,11.3,0,0,0,0,0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0,0,764,17,63,0,1110,0,,13,100.0,17,23,73.9,0,0,0,0,0,23,13,3,0,0,0,0,0,0,0,16,2,18,4,24,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,33,0,,0,0,11,11,100.0,0,0
20,2019-11-30,Sat,Premier League,Matchweek 14,Home,D 2–2,Newcastle Utd,Manchester City,Y,GK,90,7,2,5,.714,0,2.4,8,32,25.0,24,0,91.7,62.4,10,100.0,72.4,9,0,0.0,0,6.6,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,479,13,60,0,545,0,,0,,10,34,29.4,0,0,0,0,0,20,14,4,0,0,0,0,0,0,0,3,0,31,0,28,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,37,0,,0,0,9,9,100.0,0,0
21,2019-12-05,Thu,Premier League,Matchweek 15,Away,W 2–0,Newcastle Utd,Sheffield Utd,Y,GK,90,7,0,7,1.000,1,2.6,9,24,37.5,20,4,70.0,52.6,10,100.0,74.7,18,3,16.7,1,14.8,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0,0.0,0.0,0,0,560,12,49,0,709,0,,0,,14,30,46.7,0,0,0,0,0,17,13,3,0,0,0,0,0,0,0,4,1,25,0,24,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,35,0,,0,0,6,6,100.0,0,0
22,2019-12-08,Sun,Premier League,Matchweek 16,Home,W 2–1,Newcastle Utd,Southampton,Y,GK,90,4,1,3,.750,0,1.5,7,25,28.0,20,3,70.0,47.3,11,100.0,67.5,10,0,0.0,1,17.8,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,470,18,41,0,575,0,,5,100.0,8,26,30.8,0,0,0,0,0,19,12,1,0,0,0,0,0,0,0,4,2,25,5,23,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,32,0,,0,0,14,14,100.0,0,0
23,2019-12-14,Sat,Premier League,Matchweek 17,Away,L 0–1,Newcastle Utd,Burnley,Y,GK,90,4,1,3,.750,0,1.7,8,19,42.1,21,2,61.9,45.8,7,85.7,63.6,6,0,0.0,0,14.8,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,534,10,34,0,675,1,50.0,3,100.0,12,23,52.2,0,1,0,0,0,15,13,6,0,1,0,0,0,0,0,8,2,18,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,1,0,24,0,,0,0,8,8,100.0,0,0
