,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-10,Sat,Premier League,Matchweek 1,Away,D 1–1,Sheffield Utd,Bournemouth,Y,GK,90,3,1,2,.667,0,0.9,3,24,12.5,23,2,73.9,55.0,7,100.0,78.7,9,0,0.0,0,6.8,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,247,14,53,0,302,0,,3,100.0,5,27,18.5,0,0,0,0,0,23,7,0,0,1,0,0,0,0,0,2,3,25,2,24,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,33,0,,0,0,18,18,100.0,0,0
2,2019-08-18,Sun,Premier League,Matchweek 2,Home,W 1–0,Sheffield Utd,Crystal Palace,Y,GK,90,4,0,4,1.000,1,0.6,7,15,46.7,23,5,56.5,49.7,2,100.0,93.0,5,0,0.0,0,14.8,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,520,13,18,0,660,0,,8,100.0,8,17,47.1,0,3,0,0,0,19,6,4,0,5,0,0,0,0,0,8,2,15,1,16,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,24,0,,0,0,10,10,100.0,0,0
3,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 1–2,Sheffield Utd,Leicester City,Y,GK,90,3,2,1,.333,0,0.5,4,22,18.2,15,2,93.3,68.7,9,88.9,73.8,7,0,0.0,0,13.3,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,262,9,23,0,309,0,,1,100.0,5,23,21.7,0,1,0,0,0,10,14,5,0,1,0,0,0,0,0,1,2,21,2,20,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,21,0,,0,0,6,6,100.0,0,0
5,2019-08-31,Sat,Premier League,Matchweek 4,Away,D 2–2,Sheffield Utd,Chelsea,Y,GK,90,5,2,3,.600,0,1.9,7,25,28.0,33,4,60.6,49.7,5,100.0,78.2,9,1,11.1,0,13.0,0,0,0,0,0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0,0,524,24,40,0,713,0,,11,100.0,9,27,33.3,0,0,0,0,0,29,9,4,0,2,0,0,0,0,0,11,3,24,5,28,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,37,0,,0,0,24,24,100.0,0,0
6,2019-09-14,Sat,Premier League,Matchweek 5,Home,L 0–1,Sheffield Utd,Southampton,Y,GK,90,7,1,6,.857,0,2.1,4,21,19.0,22,7,68.2,52.9,6,100.0,74.8,3,1,33.3,0,11.5,0,0,0,0,1,0,0,0,31,0,0,0,0,0.1,0.1,0.0,0,0,272,13,44,0,374,0,,6,100.0,5,22,22.7,0,1,0,0,0,21,7,1,0,1,0,0,0,0,0,4,3,21,0,17,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,28,1,,0,0,10,10,100.0,0,0
7,2019-09-21,Sat,Premier League,Matchweek 6,Away,W 2–0,Sheffield Utd,Everton,Y,GK,90,3,0,3,1.000,1,0.4,8,27,29.6,16,4,81.3,62.1,14,100.0,83.1,19,0,0.0,0,8.5,0,0,0,0,0,0,1,0,35,0,0,0,0,0.0,0.0,0.0,0,0,592,7,54,0,728,0,,1,100.0,10,29,34.5,0,1,0,0,0,11,19,5,0,0,0,0,0,0,0,1,3,26,0,23,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,34,0,,0,0,2,2,100.0,0,0
9,2019-09-28,Sat,Premier League,Matchweek 7,Home,L 0–1,Sheffield Utd,Liverpool,Y,GK,90,4,1,3,.750,0,1.3,6,29,20.7,20,2,85.0,58.9,12,100.0,78.2,6,0,0.0,0,11.1,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,369,12,81,0,444,0,,3,100.0,6,29,20.7,0,0,0,0,0,17,15,3,0,0,0,0,0,0,0,3,0,29,0,26,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,32,0,,0,0,7,7,100.0,0,0
10,2019-10-05,Sat,Premier League,Matchweek 8,Away,D 0–0,Sheffield Utd,Watford,Y,GK,90,2,0,2,1.000,1,0.5,6,21,28.6,21,3,71.4,52.7,6,100.0,71.3,10,1,10.0,1,14.8,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,0.0,0.0,0,0,334,14,63,0,481,0,,3,100.0,9,24,37.5,0,0,0,0,0,19,8,2,0,0,0,0,0,0,0,5,3,19,0,22,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,27,0,,0,0,13,13,100.0,0,0
11,2019-10-11,Fri,Euro Qualifying,Group stage,Away,L 1–2,eng England,cz Czech Republic,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2019-10-14,Mon,Euro Qualifying,Group stage,Away,W 6–0,eng England,bg Bulgaria,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2019-10-21,Mon,Premier League,Matchweek 9,Home,W 1–0,Sheffield Utd,Arsenal,Y,GK,90,3,0,3,1.000,1,0.6,10,21,47.6,18,0,94.4,65.6,4,100.0,84.0,12,2,16.7,0,11.0,0,0,0,0,0,0,1,0,23,0,0,0,0,0.0,0.0,0.0,0,0,619,9,57,0,703,0,,1,100.0,10,21,47.6,0,1,0,0,0,13,9,5,0,0,0,0,0,0,0,1,0,21,3,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,19,0,,0,0,6,6,100.0,0,0
14,2019-10-26,Sat,Premier League,Matchweek 10,Away,D 1–1,Sheffield Utd,West Ham,Y,GK,90,4,1,3,.750,0,1.1,5,23,21.7,20,2,85.0,61.5,7,85.7,69.6,14,1,7.1,0,12.0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,319,12,25,0,425,0,,3,100.0,6,24,25.0,0,0,0,0,0,16,11,4,0,1,0,0,0,0,0,4,0,23,2,20,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,29,0,,0,0,11,11,100.0,0,0
15,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 3–0,Sheffield Utd,Burnley,Y,GK,90,1,0,1,1.000,1,0.3,4,35,11.4,31,2,90.3,65.4,7,100.0,81.6,5,0,0.0,0,18.1,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0,0.0,0.0,0,0,255,18,102,0,334,0,,1,100.0,6,37,16.2,0,2,0,0,0,26,12,5,0,0,0,0,0,0,0,3,0,35,6,21,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,37,0,,0,0,16,16,100.0,0,0
