,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-07-06,Sat,Africa Cup of Nations,Round of 16,Neutral,L 0–1,eg Egypt,za South Africa,Y,AM,90,0,0,0,0,4,2,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,
2,2019-08-10,Sat,Premier League,Matchweek 1,Away,L 1–3,Aston Villa,Tottenham,Y,RM,58,0,0,0,0,2,1,0,0,22,13,2,0,2,0.2,0.2,0.0,1,0,8,11,72.7,45,16,93,1,3,170,0,,5,5,100.0,3,6,50.0,1,1,1,1,2,11,0,0,0,2,3,0,0,0,0,5,3,3,0,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,33.3,2,15.4,6,5,2,0,2,,1,0,2,2,33.3,1,0,23,16,69.6,1,0,0,1,0,0,1,2,1,66.7
3,2019-08-17,Sat,Premier League,Matchweek 2,Home,L 1–2,Aston Villa,Bournemouth,Y,"RW,LW",86,0,0,0,0,3,1,0,0,41,14,2,0,1,0.4,0.4,0.0,2,0,21,28,75.0,105,32,123,1,4,358,0,0.0,17,19,89.5,4,8,50.0,0,0,1,1,2,25,3,0,0,2,2,1,0,0,0,17,7,4,0,25,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,50.0,1,35.7,2,6,6,0,1,,0,0,2,5,25.0,1,0,54,33,61.1,4,0,0,2,0,0,2,0,3,0.0
4,2019-08-23,Fri,Premier League,Matchweek 3,Home,W 2–0,Aston Villa,Everton,Y,LM,85,0,0,0,0,0,0,1,0,35,31,2,1,3,0.0,0.0,0.0,1,0,7,15,46.7,31,18,64,0,3,93,0,0.0,7,13,53.8,0,1,0.0,1,0,0,0,0,14,1,1,0,0,1,0,0,0,0,9,4,2,0,12,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,1,12.9,14,11,6,0,3,,2,0,3,2,0.0,0,0,50,21,42.0,6,1,0,3,0,0,2,3,9,25.0
6,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 0–1,Aston Villa,Crystal Palace,Y,LW,53,0,0,0,0,3,1,2,1,19,13,1,0,0,0.1,0.1,0.0,2,0,5,8,62.5,8,15,67,3,4,73,0,,5,7,71.4,0,1,0.0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,1,1,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,,0,38.5,6,4,3,0,0,,1,0,1,2,75.0,4,0,19,14,73.7,2,0,1,3,0,0,2,0,0,
8,2019-09-22,Sun,Premier League,Matchweek 6,Away,L 2–3,Aston Villa,Arsenal,Y,RW,67,0,0,0,0,2,1,0,0,41,19,3,1,3,0.1,0.1,0.1,4,0,21,28,75.0,56,32,274,3,4,309,1,100.0,18,20,90.0,2,7,28.6,2,1,1,0,2,27,1,1,0,1,4,0,0,0,0,19,5,4,0,26,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,2,1,0,2,0,0.0,1,26.3,7,4,8,0,3,,1,0,2,4,75.0,3,0,32,29,90.6,0,2,0,1,0,0,3,0,0,
9,2019-09-25,Wed,EFL Cup,Third round,Away,W 3–1,Aston Villa,Brighton,Y,FW,79,0,0,0,0,6,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
10,2019-09-28,Sat,Premier League,Matchweek 7,Home,D 2–2,Aston Villa,Burnley,N,RW,21,0,1,0,0,0,0,1,0,12,6,1,0,0,0.0,0.0,0.1,1,1,4,6,66.7,22,9,35,1,2,93,0,,3,3,100.0,1,3,33.3,1,1,1,1,2,3,3,0,0,1,1,2,2,0,0,1,3,2,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,33.3,0,3,3,0,0,,0,0,0,1,50.0,1,0,11,8,72.7,1,0,0,0,0,0,0,0,0,
11,2019-10-05,Sat,Premier League,Matchweek 8,Away,W 5–1,Aston Villa,Norwich City,N,RW,27,0,0,0,0,1,0,0,0,7,9,1,0,1,0.0,0.0,0.0,0,0,2,3,66.7,9,4,42,0,0,22,0,,2,3,66.7,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1,33.3,2,7,0,0,1,,1,0,0,1,,0,0,6,3,50.0,0,1,0,1,0,0,2,0,0,
12,2019-10-14,Mon,Friendlies (M),Friendlies (M),Home,W 1–0,eg Egypt,bw Botswana,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
