,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-10,Sat,Premier League,Matchweek 1,Home,W 3–1,Tottenham,Aston Villa,Y*,GK,90,4,1,3,.750,0,1.1,1,1,100.0,8,3,0.0,22.3,2,50.0,26.5,4,0,0.0,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0,0,148,4,7,0,232,2,100.0,3,100.0,5,5,100.0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,8,0,2,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,9,0,,0,0,4,4,100.0,0,0
2,2019-08-17,Sat,Premier League,Matchweek 2,Away,D 2–2,Tottenham,Manchester City,Y*,GK,90,8,2,6,.750,0,2.1,6,18,33.3,42,8,33.3,33.5,11,36.4,33.0,17,2,11.8,0,7.8,0,0,0,0,0,0,0,0,58,0,0,0,0,0.0,0.0,0.0,0,0,460,30,64,0,996,0,,28,100.0,13,25,52.0,0,0,0,0,0,38,15,4,0,3,0,0,0,0,0,36,1,16,34,10,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,58,0,,0,0,25,25,100.0,0,0
3,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 0–1,Tottenham,Newcastle Utd,Y*,GK,90,3,1,2,.667,0,0.7,4,4,100.0,19,6,21.1,27.4,4,0.0,28.8,1,0,0.0,0,15.5,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,418,9,45,0,605,0,,11,100.0,11,12,91.7,0,0,0,0,0,16,7,3,0,0,0,0,0,0,0,17,5,1,9,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,19,0,,0,0,8,8,100.0,0,0
4,2019-09-01,Sun,Premier League,Matchweek 4,Away,D 2–2,Tottenham,Arsenal,Y*,GK,90,8,2,6,.750,0,1.9,13,25,52.0,28,3,67.9,45.3,15,40.0,37.5,12,0,0.0,0,11.5,0,0,0,0,0,0,0,0,47,0,0,0,0,0.0,0.0,0.0,0,0,719,11,11,0,1066,0,,13,92.9,17,29,58.6,0,1,0,0,0,26,17,2,0,1,0,0,0,0,0,15,2,26,32,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,46,0,,0,0,20,20,100.0,0,0
5,2019-09-07,Sat,Euro Qualifying,Group stage,Home,W 4–1,fr France,al Albania,Y*,GK,90,0,1,0,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6,2019-09-10,Tue,Euro Qualifying,Group stage,Home,W 3–0,fr France,ad Andorra,Y*,GK,90,0,0,0,,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 4–0,Tottenham,Crystal Palace,Y*,GK,90,7,0,7,1.000,1,0.8,4,5,80.0,21,6,23.8,35.8,0,,,6,0,0.0,0,8.7,0,0,0,0,0,0,0,0,22,0,0,0,0,0.0,0.0,0.0,0,0,428,11,30,0,636,0,,4,100.0,15,17,88.2,0,1,0,0,0,19,2,2,0,0,0,0,0,0,0,10,5,6,10,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,10,10,100.0,0,0
8,2019-09-18,Wed,Champions Lg,Group stage,Away,D 2–2,eng Tottenham,gr Olympiacos,Y*,GK,90,4,2,3,.750,0,1.7,3,4,75.0,14,4,14.3,31.3,9,22.2,25.7,13,0,0.0,0,9.0,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,346,11,19,0,601,0,,11,100.0,11,12,91.7,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,15,3,5,8,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,7,7,100.0,0,0
10,2019-09-24,Tue,EFL Cup,Third round,Away,L 0 (3)–0 (4),Tottenham,Colchester Utd,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Southampton,Y*,GK,90,6,1,5,.833,0,2.7,8,18,44.4,27,7,48.1,39.9,8,62.5,48.6,13,2,15.4,2,13.1,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,588,19,76,0,912,0,,9,100.0,16,26,61.5,0,1,0,0,0,26,9,1,0,0,0,0,0,0,0,12,6,17,16,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,37,0,0.0,0,0,11,11,100.0,0,0
