,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-11,Sun,Premier League,Matchweek 1,Home,D 0–0,Leicester City,Wolves,Y,CB,90,0,0,0,0,1,0,0,0,92,8,5,0,2,0.2,0.2,0.0,0,0,66,76,86.8,443,57,142,0,0,1550,0,,39,45,86.7,27,31,87.1,0,0,0,0,1,73,3,3,0,0,1,0,0,0,0,62,3,11,20,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,4,66.7,2,62.5,2,5,1,0,1,,8,0,10,1,,0,0,58,58,100.0,0,0,0,0,0,0,15,6,3,66.7
2,2019-08-18,Sun,Premier League,Matchweek 2,Away,D 1–1,Leicester City,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,56,8,0,2,0,0.0,0.0,0.0,0,0,41,47,87.2,254,34,136,0,0,1001,0,,26,28,92.9,15,19,78.9,0,3,0,0,1,46,1,1,0,1,0,0,0,0,0,38,2,7,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,12.5,4,3,1,0,0,,7,0,14,0,,0,0,39,39,100.0,0,1,0,0,0,0,7,2,1,66.7
3,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 2–1,Leicester City,Sheffield Utd,Y,CB,90,0,0,0,0,1,0,0,0,63,14,0,0,1,0.0,0.0,0.0,0,0,41,51,80.4,241,39,101,0,0,992,0,0.0,24,25,96.0,17,24,70.8,0,1,0,0,1,50,1,1,0,3,0,0,0,0,0,41,2,8,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14.3,12,1,1,0,1,,10,0,14,1,,0,0,43,43,100.0,0,0,0,0,0,0,8,3,1,75.0
4,2019-08-28,Wed,EFL Cup,Second round,Away,W 1 (4)–1 (2),Leicester City,Newcastle Utd,N,,64,0,0,0,0,1,0,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
5,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 3–1,Leicester City,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,70,9,2,0,2,0.0,0.0,0.0,0,0,49,53,92.5,230,44,45,0,1,1269,0,,22,24,91.7,27,29,93.1,0,0,0,0,0,52,1,1,0,2,0,0,0,0,0,40,7,6,9,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,50.0,1,55.6,9,0,0,0,1,,12,0,11,0,0.0,0,0,45,43,95.6,0,0,0,0,0,0,10,3,3,50.0
6,2019-09-09,Mon,Euro Qualifying,Group stage,Home,L 0–2,nir Northern Ireland,de Germany,Y,CB,90,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
7,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 0–1,Leicester City,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,75,6,2,2,2,0.0,0.0,0.0,0,0,45,56,80.4,266,36,70,0,0,969,0,,30,36,83.3,15,20,75.0,0,1,0,0,1,55,1,1,0,3,0,0,0,0,0,34,9,13,8,39,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,0,50.0,5,1,0,0,2,,15,0,11,3,,0,0,46,41,89.1,0,0,0,0,0,0,13,4,2,66.7
8,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 2–1,Leicester City,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,45,6,3,2,2,0.0,0.0,0.0,0,0,22,27,81.5,205,17,13,0,0,564,0,,12,14,85.7,10,13,76.9,0,2,0,0,2,25,2,2,0,2,0,0,0,0,0,15,6,6,6,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,75.0,1,50.0,5,0,1,0,2,,12,0,9,0,,0,0,22,20,90.9,0,0,0,1,0,0,5,3,0,100.0
9,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Leicester City,Luton Town,Y,CB,90,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,
10,2019-09-29,Sun,Premier League,Matchweek 7,Home,W 5–0,Leicester City,Newcastle Utd,Y,CB,90,0,1,0,0,0,0,0,0,90,8,0,1,0,0.0,0.0,0.1,1,1,79,85,92.9,544,67,234,0,0,1971,0,,44,44,100.0,35,41,85.4,1,9,0,0,6,82,3,3,0,3,0,0,0,0,0,66,9,10,22,61,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,25.0,6,2,0,0,0,,4,0,8,1,,0,0,74,74,100.0,0,0,0,0,0,0,8,2,1,66.7
