,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,TotDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos,2CrdY,Fls,PKwon,PKcon,Recov,Won,Lost,Won%
1,2019-08-11,Sun,Premier League,Matchweek 1,Home,W 4–0,Manchester Utd,Chelsea,Y,LB,90,0,0,0,0,0,0,0,0,65,22,3,0,2,0.0,0.0,0.0,1,0,48,58,82.8,358,46,90,2,2,714,0,0.0,44,50,88.0,4,5,80.0,0,5,0,0,9,52,6,2,0,0,1,0,0,0,0,47,3,8,43,8,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,50.0,1,36.4,9,11,2,0,1,,4,0,1,2,100.0,2,0,44,39,88.6,0,0,0,1,0,0,11,2,1,66.7
2,2019-08-19,Mon,Premier League,Matchweek 2,Away,D 1–1,Manchester Utd,Wolves,Y,LB,90,0,0,0,0,0,0,0,0,91,25,2,1,3,0.0,0.0,0.1,3,0,71,80,88.8,408,53,190,0,1,1000,1,33.3,68,72,94.4,2,5,40.0,2,5,1,0,11,69,11,4,0,2,0,2,2,0,0,56,13,11,63,3,6,5,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0.0,2,36.0,12,8,5,0,3,,3,0,2,1,0.0,1,1,59,56,94.9,0,0,0,0,0,0,13,3,2,60.0
3,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 1–2,Manchester Utd,Crystal Palace,Y,LB,33,0,0,0,0,1,0,0,0,20,0,0,0,0,0.0,0.0,0.1,2,0,17,19,89.5,89,12,41,0,0,296,0,,13,13,100.0,4,6,66.7,2,1,1,0,2,15,4,0,0,2,1,2,2,0,0,14,2,3,14,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,2,,0,0,15,13,86.7,0,0,0,0,0,0,3,0,1,0.0
5,2019-11-28,Thu,Europa Lg,Group stage,Away,L 1–2,eng Manchester Utd,kz Astana FK,Y,LB,90,0,1,0,0,1,0,0,0,94,10,0,0,1,0.0,0.0,0.1,4,1,77,87,88.5,516,81,355,2,2,1429,0,0.0,62,68,91.2,15,18,83.3,2,9,2,1,12,83,4,0,0,3,4,0,0,0,0,69,6,12,73,7,3,4,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2,10.0,2,4,4,0,1,,2,0,3,4,100.0,2,0,74,74,100.0,1,1,0,0,0,0,13,0,0,
6,2019-12-01,Sun,Premier League,Matchweek 14,Home,D 2–2,Manchester Utd,Aston Villa,N,LB,12,0,0,0,0,1,0,1,0,15,2,0,0,0,0.2,0.2,0.0,0,0,11,13,84.6,73,8,9,0,0,151,0,,11,12,91.7,0,1,0.0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,8,2,3,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,50.0,0,2,0,0,0,,0,0,0,1,,0,0,9,7,77.8,0,0,0,2,0,0,6,0,0,
7,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Manchester Utd,Tottenham,N,"WB,AM",4,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.1,1,0,1,1,100.0,42,0,0,0,0,48,0,,0,0,,1,1,100.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,1,0,0,,0,0,0,0,,0,0,5,1,20.0,0,0,0,0,0,0,0,0,1,0.0
8,2019-12-07,Sat,Premier League,Matchweek 16,Away,W 2–1,Manchester Utd,Manchester City,Y,LB,87,0,0,0,0,0,0,0,0,47,25,0,1,9,0.0,0.0,0.0,1,0,23,31,74.2,202,14,63,0,0,321,0,0.0,22,26,84.6,1,4,25.0,0,1,0,0,2,23,8,1,0,1,1,0,0,0,0,19,4,8,18,5,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,16.0,20,5,0,0,8,,5,0,9,1,,0,0,23,21,91.3,0,0,0,1,0,0,3,1,2,33.3
10,2019-12-15,Sun,Premier League,Matchweek 17,Home,D 1–1,Manchester Utd,Everton,Y,LB,90,0,0,0,0,2,2,0,0,90,12,1,2,2,0.0,0.0,0.0,3,0,63,76,82.9,376,57,176,1,1,838,1,50.0,61,68,89.7,1,6,16.7,0,3,0,0,10,64,12,1,0,0,1,0,0,0,0,48,17,11,54,4,5,11,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1,33.3,6,5,1,0,2,,7,0,3,1,100.0,1,0,62,59,95.2,0,2,0,0,0,0,9,6,0,100.0
11,2019-12-18,Wed,EFL Cup,Quarter-finals,Home,W 3–0,Manchester Utd,Colchester Utd,Y,LB,61,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
12,2019-12-22,Sun,Premier League,Matchweek 18,Away,L 0–2,Manchester Utd,Watford,Y,LB,90,0,0,0,0,0,0,1,0,79,22,5,0,3,0.0,0.0,0.0,3,0,58,67,86.6,351,49,174,0,1,890,1,33.3,52,57,91.2,5,7,71.4,1,5,3,0,9,62,5,0,0,2,2,0,0,0,0,45,13,9,52,6,3,5,0,0,2,3,0,0,0,0,0,0,0,0,0,3,2,2,1,2,66.7,1,18.2,9,9,4,0,1,,4,0,4,3,0.0,0,0,58,55,94.8,0,0,0,1,0,0,7,2,3,40.0
