,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-09,Fri,Premier League,Matchweek 1,Home,W 4–1,Liverpool,Norwich City,N,GK,52,4,1,3,.750,0,1.0,4,7,57.1,17,1,35.3,34.9,3,33.3,28.3,2,0,0.0,0,,0,0,0,0,0,0,0,0,21,0,0,0,0,0.0,0.0,0.0,0,0,250,12,22,0,489,0,,9,100.0,7,11,63.6,0,1,0,0,0,15,5,2,0,1,0,0,0,0,0,9,1,10,2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,19,0,,0,0,13,13,100.0,0,0
2,2019-08-14,Wed,Super Cup,UEFA Super Cup,Home,W 2 (5)–2 (4),eng Liverpool,eng Chelsea,Y,GK,120,6,2,4,.667,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019-08-17,Sat,Premier League,Matchweek 2,Away,W 2–1,Liverpool,Southampton,Y,GK,90,3,1,2,.667,0,1.3,8,13,61.5,26,6,38.5,31.1,10,30.0,29.7,7,1,14.3,0,9.4,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,346,19,57,0,788,1,33.3,14,93.3,13,18,72.2,0,0,0,0,0,25,11,1,0,2,0,0,0,0,0,23,5,8,1,28,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,37,0,,0,0,18,17,94.4,0,0
4,2019-08-24,Sat,Premier League,Matchweek 3,Home,W 3–1,Liverpool,Arsenal,Y,GK,90,3,1,2,.667,0,1.0,6,11,54.5,17,4,41.2,39.1,9,44.4,37.9,5,2,40.0,2,18.0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,351,8,16,0,673,0,,6,100.0,15,20,75.0,0,0,0,0,0,12,14,5,0,0,0,0,0,0,0,11,2,13,2,19,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,1,23,0,,0,0,6,6,100.0,0,0
5,2019-08-31,Sat,Premier League,Matchweek 4,Away,W 3–0,Liverpool,Burnley,Y,GK,90,2,0,2,1.000,1,0.8,7,23,30.4,38,8,50.0,40.5,8,50.0,47.8,7,0,0.0,0,14.6,0,0,0,0,0,0,0,0,49,0,0,0,0,0.0,0.0,0.0,0,0,438,28,42,0,880,0,,15,100.0,15,31,48.4,0,0,0,0,0,34,12,4,0,2,0,0,0,0,0,21,2,23,3,34,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,,0,0,0,0,0,,0,0,45,0,,0,0,24,24,100.0,0,0
6,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 3–1,Liverpool,Newcastle Utd,Y,GK,90,1,1,0,.000,0,0.6,2,3,66.7,18,4,16.7,26.7,4,0.0,23.8,5,1,20.0,0,4.0,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,332,12,24,0,533,0,,13,100.0,8,9,88.9,0,0,0,0,0,16,6,2,0,0,0,0,0,0,0,17,4,1,3,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,19,0,,0,0,14,14,100.0,0,0
7,2019-09-17,Tue,Champions Lg,Group stage,Away,L 0–2,eng Liverpool,it Napoli,Y,GK,90,4,2,3,.750,0,2.4,3,10,30.0,26,7,34.6,39.3,1,100.0,44.0,6,0,0.0,0,9.0,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,0.0,0.0,0,0,349,14,21,0,627,0,,7,100.0,13,20,65.0,0,0,0,0,0,24,3,2,0,1,0,0,0,0,0,14,2,11,4,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,25,0,,0,0,17,17,100.0,0,0
8,2019-09-22,Sun,Premier League,Matchweek 6,Away,W 2–1,Liverpool,Chelsea,Y,GK,90,2,1,1,.500,0,0.9,5,21,23.8,25,4,52.0,45.3,11,72.7,46.9,21,0,0.0,0,11.1,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,1,0,323,19,32,0,558,0,,8,100.0,11,28,39.3,0,0,0,0,0,23,13,2,0,2,0,0,0,0,0,10,2,24,5,24,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,36,0,,0,0,13,13,100.0,0,0
10,2019-09-28,Sat,Premier League,Matchweek 7,Away,W 1–0,Liverpool,Sheffield Utd,Y,GK,90,2,0,2,1.000,1,0.1,8,15,53.3,27,6,48.1,41.9,9,22.2,29.6,8,0,0.0,2,12.5,0,0,0,0,0,0,1,0,38,0,0,0,0,0.0,0.0,0.0,1,0,583,18,60,0,919,0,,13,100.0,16,23,69.6,0,2,0,0,0,26,10,1,0,3,0,0,0,0,0,21,3,12,4,21,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,30,0,,0,0,17,17,100.0,0,0
11,2019-10-02,Wed,Champions Lg,Group stage,Home,W 4–3,eng Liverpool,at RB Salzburg,Y,GK,90,5,3,2,.400,0,2.2,11,15,73.3,24,2,50.0,39.8,9,33.3,33.0,4,0,0.0,0,13.0,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,664,13,33,0,960,0,,11,91.7,16,21,76.2,0,0,0,0,0,21,12,3,0,1,0,0,0,0,0,16,2,15,3,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,30,0,,0,0,15,15,100.0,0,0
