,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PrgDist,Carries,PrgDist.1,Succ,TotDist,Cmp.1,Cmp%.1,Cmp.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,PassLive,PassDead,Drib,Fld,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,OG,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,#Pl,Megs,Targ,Rec,Rec%,Miscon,Dispos
1,2019-08-10,Sat,Premier League,Matchweek 1,Home,D 0–0,Crystal Palace,Everton,Y,GK,90,2,0,2,1.000,1,0.3,4,17,23.5,15,2,46.7,41.9,10,100.0,80.5,10,0,0.0,0,14.2,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,340,10,27,0,465,1,50.0,4,100.0,6,19,31.6,0,0,0,0,0,12,13,3,0,0,0,0,0,0,0,5,1,19,3,18,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,21,0,,0,0,5,5,100.0,0,0
2,2019-08-18,Sun,Premier League,Matchweek 2,Away,L 0–1,Crystal Palace,Sheffield Utd,Y,GK,90,3,1,2,.667,0,1.6,4,14,28.6,28,4,39.3,40.8,9,33.3,41.7,7,0,0.0,3,23.9,0,0,0,0,0,0,0,0,43,0,0,0,0,0.0,0.0,0.0,0,0,346,25,49,0,773,0,,7,100.0,19,30,63.3,0,2,0,0,0,26,11,2,0,4,0,0,0,0,0,21,3,13,5,27,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,36,0,,0,0,18,18,100.0,0,0
3,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 2–1,Crystal Palace,Manchester Utd,Y,GK,90,3,1,2,.667,0,0.9,13,37,35.1,19,0,89.5,61.6,20,100.0,71.3,13,1,7.7,0,12.3,0,0,0,0,0,0,1,0,39,0,0,0,0,0.0,0.0,0.0,1,1,763,8,24,0,920,0,,2,100.0,13,37,35.1,0,0,0,0,0,14,25,5,0,3,0,0,0,0,0,2,0,37,0,34,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,34,0,,0,0,6,6,100.0,0,0
5,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 1–0,Crystal Palace,Aston Villa,Y,GK,90,2,0,2,1.000,1,0.1,4,12,33.3,23,8,47.8,39.9,4,25.0,35.5,8,0,0.0,1,12.6,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,364,10,48,0,521,0,,9,100.0,10,18,55.6,0,0,0,0,0,20,7,3,0,1,0,0,0,0,0,16,1,10,2,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,25,0,,0,0,7,7,100.0,0,0
6,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 0–4,Crystal Palace,Tottenham,Y,GK,90,5,4,2,.200,0,1.6,7,24,29.2,30,6,50.0,37.2,11,81.8,56.5,13,2,15.4,0,9.7,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0,0.0,0.0,0,0,531,16,47,0,744,1,100.0,13,100.0,10,27,37.0,0,0,0,0,0,26,15,3,0,1,0,0,0,0,0,16,1,24,3,28,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,39,0,,0,0,16,16,100.0,0,0
7,2019-09-22,Sun,Premier League,Matchweek 6,Home,D 1–1,Crystal Palace,Wolves,Y,GK,90,4,1,3,.750,0,1.3,4,18,22.2,19,2,63.2,48.0,6,100.0,77.8,12,1,8.3,0,2.5,0,0,0,0,0,0,0,0,27,0,0,0,0,0.0,0.0,0.0,0,0,326,14,53,0,431,0,,6,100.0,5,19,26.3,0,1,0,0,0,17,8,2,0,0,0,0,0,0,0,6,1,18,2,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,24,0,,0,0,11,11,100.0,0,0
8,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Crystal Palace,Norwich City,Y,GK,90,3,0,3,1.000,1,0.5,6,21,28.6,17,2,82.4,63.2,7,100.0,69.7,2,0,0.0,2,17.5,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,0.0,0.0,0,0,339,11,40,0,377,0,,0,,6,24,25.0,0,1,0,0,0,16,8,1,0,0,0,0,0,0,0,1,1,22,3,15,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,25,0,,0,0,10,10,100.0,0,0
9,2019-10-05,Sat,Premier League,Matchweek 8,Away,W 2–1,Crystal Palace,West Ham,Y,GK,90,4,1,3,.750,0,1.7,7,24,29.2,28,1,75.0,50.2,3,100.0,67.3,10,0,0.0,0,18.0,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,408,18,42,0,510,1,100.0,5,100.0,7,25,28.0,0,0,0,0,0,23,8,5,0,0,0,0,0,0,0,7,0,24,4,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,26,0,,0,0,16,16,100.0,0,0
11,2019-11-03,Sun,Premier League,Matchweek 11,Home,L 0–2,Crystal Palace,Leicester City,Y,GK,90,5,2,3,.600,0,1.3,2,9,22.2,15,6,40.0,35.7,5,60.0,53.0,7,0,0.0,0,13.0,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,198,10,8,0,385,0,,6,100.0,7,14,50.0,0,0,0,0,0,15,5,0,0,1,0,0,0,0,0,10,1,9,3,11,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,22,0,,0,0,9,9,100.0,0,0
12,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 0–2,Crystal Palace,Chelsea,Y,GK,90,6,2,4,.667,0,2.9,7,18,38.9,16,5,50.0,41.6,12,83.3,59.6,7,1,14.3,0,14.8,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,440,11,23,0,631,0,,8,100.0,8,20,40.0,0,0,0,0,0,15,13,1,0,0,0,0,0,0,0,9,0,19,2,20,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,31,0,,0,0,9,9,100.0,0,0
